system,query_id,mrr@5,recall@5,precision@5,hit@5,ndcg_bin@5,ndcg_graded@5,ce_recall@5,mrr@10,recall@10,precision@10,hit@10,ndcg_bin@10,ndcg_graded@10,ce_recall@10
Prompt_RAG_Claude,v2q-020,1.0,0.5555555555555556,1.0,1.0,1.0,0.8622240278900382,0.5,1.0,0.5555555555555556,0.5,1.0,0.6930221935231562,0.6708877628637713,0.5
Prompt_RAG_Claude,v2q-021,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-022,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.3,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-023,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-024,1.0,0.8,0.8,1.0,0.8687949224876582,0.9020243604942442,1.0,1.0,0.8,0.4,1.0,0.8687949224876582,0.9020243604942442,1.0
Prompt_RAG_Claude,v2q-025,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-026,1.0,0.45454545454545453,1.0,1.0,1.0,0.934397461243829,0.8,1.0,0.9090909090909091,1.0,1.0,1.0,0.9885447677333545,1.0
Prompt_RAG_Claude,v2q-027,1.0,1.0,1.0,1.0,1.0,0.9920466006454153,1.0,1.0,1.0,0.5,1.0,1.0,0.9920466006454153,1.0
Prompt_RAG_Claude,v2q-028,1.0,0.3333333333333333,0.8,1.0,0.8539316501572937,0.915210949803576,1.0,1.0,0.6666666666666666,0.8,1.0,0.8415908474314976,0.892165321643773,1.0
Prompt_RAG_Claude,v2q-029,1.0,1.0,1.0,1.0,1.0,0.9714089025373848,1.0,1.0,1.0,0.5,1.0,1.0,0.9714089025373848,1.0
Prompt_RAG_Claude,v2q-030,1.0,1.0,1.0,1.0,1.0,0.8887223390544889,1.0,1.0,1.0,0.5,1.0,1.0,0.8887223390544889,1.0
Prompt_RAG_Claude,v2q-031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
Prompt_RAG_Claude,v2q-032,0.25,0.2,0.4,1.0,0.27727342735504823,0.21857856094966338,0.25,0.25,0.5,0.5,1.0,0.39531446128815884,0.4042872722961696,0.75
Prompt_RAG_Claude,v2q-033,1.0,0.5,1.0,1.0,1.0,0.8613632863224759,0.6,1.0,1.0,1.0,1.0,1.0,0.982916640475232,1.0
Prompt_RAG_Claude,v2q-034,1.0,0.45454545454545453,1.0,1.0,1.0,0.934397461243829,0.5714285714285714,1.0,0.7272727272727273,0.8,1.0,0.8482378089219645,0.856281788179721,0.8571428571428571
