display_id,query_id,question,reference_answer,chunk_id,source_document_title,candidate_chunk,owner_grade_2_1_0_U,owner_rationale
v2q-017-candidate-05,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-sp-0000-0fc5cf1d7fb0,Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects,"Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects. Ministry Of Skill Development And Entrepreneurship. Launched in 2015, with its 4.0 phase being implemented between Financial Year 2022 and Financial Year 2026, the scheme ""Pradhan Mantri Kaushal Vikas Yojana 4.0 – Special Projects"" by the Ministry of Skill Development and Entrepreneurship, Government of India, aims to meet the skilling needs of marginalized and vulnerable groups, difficult geographies, and specialized training courses that are likely to be offered outside of regular short-term skilling programmes, and can also focus on new-age job roles with future skills. Through this scheme, project-based short-term skilling initiatives — which can be residential or non-residential and may avail certain exemptions granted with the approval of the Executive Committee are provided to marginalised and vulnerable groups and candidates in difficult geographies that require special attention. The scheme is implemented by the National Skill Development Corporation (NSDC), which supports the Ministry of Skill Development and Entrepreneurship (MSDE), and is delivered on the ground through Special Projects Implementing Agencies (SPIAs). Objectives of Pradhan Mantri Kaushal Vikas Yojana 4.0 The scheme promotes an enabling ecosystem for the youth to get skilled and choose a career path aligned with their abilities and aspirations. The scheme enables delivery of skill training in a market-oriented and demand-driven manner, with emphasis on improving the employability of candidates. The scheme simplifies processes of the skill ecosystem by leveraging technology and digitalisation. The scheme enhances access to skilling by setting up skill development infrastructure in remote and difficult geographies such as hilly terrain, Left-Wing Extremism (LWE)-affected areas, and border areas, by designing special projects. The scheme improves inclusivity by ensuring that Scheduled Caste (SC), Scheduled Tribe (ST), women, and other marginalised communities can undertake skill training and access gainful wages and self-employment. The scheme provides an opportunity for",,
v2q-017-candidate-06,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-stt-0002-9b8eeae9f924,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Short-Term Training,"for entrepreneurship; a post-certification tracking allowance of up to ₹50 per certified candidate is utilised for this purpose. On passing the assessment, the candidate is awarded a graded certificate: for NSQF Level 1, 2, 3 — Grade A (85% and above), Grade B (70% to less than 85%), Grade C (50% to 70%); for NSQF Level 4 and above — Grade A (85% and above), Grade B (70% to less than 85%). More than 70% biometric (AEBAS) attendance is required for each candidate to appear in the assessment. The indicative average per-candidate cost is ₹9,540 for a 300-hour STT course (including Skill Hubs) and ₹13,724 for a 450-hour STT course, derived considering a base training cost of ₹27.89 per hour. Funds are released to Training Providers / Training Centres / Skill Hubs in three tranches: Tranche 1 — 30% on commencement of training; Tranche 2 — 30% on the batch achieving 70% AEBAS attendance once and 50% of training being over; Tranche 3 — 40% on certification (passed candidates only). The accidental insurance coverage is valid for one year, and post-certification tracking is conducted for one year from the date of certification.. The applicant should be an Indian national. The applicant should possess a valid Aadhaar. The applicant should be in the age group of 15 to 45 years. The applicant should fulfil the eligibility criteria of the respective job role, as defined in the course curriculum of the job role to be offered. The applicant may be a candidate looking for fresh skilling, re-skilling, or upskilling. The applicant may be an out-of-education candidate, a school/college dropout, or an unemployed youth. The applicant should not be enrolled again in the same job role in which he/she was already trained earlier. The applicant, if already certified once under PMKVY, opting for",,
v2q-017-candidate-07,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-sp-0001-43aac7629fa6,Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects,"by setting up skill development infrastructure in remote and difficult geographies such as hilly terrain, Left-Wing Extremism (LWE)-affected areas, and border areas, by designing special projects. The scheme improves inclusivity by ensuring that Scheduled Caste (SC), Scheduled Tribe (ST), women, and other marginalised communities can undertake skill training and access gainful wages and self-employment. The scheme provides an opportunity for lifelong skilling through upskilling and reskilling to address the dynamic needs of the ever-changing market. The scheme ensures quality training delivery through trained pedagogy, standardised assessments, and industry-relevant curriculum. The scheme facilitates enhanced employability through training in transferable skills and incentives for employment generation. The scheme provides candidate-centric training with emphasis on industry-relevant skills.. The scheme aims to address the skilling needs of marginalised groups and difficult geographies. Project-based short-term skill training is provided to such candidates.. The following benefits are provided to candidates under Special Projects: Base Training Cost: Provided as per the rationalised hourly base cost of ₹27.89 per hour.1. Free Short-Term Skill Training: On-the-Job Training (OJT) is provided in applicable job roles for practical, live-work exposure.1. Uniform, Induction Kit, and Participant Handbook: Maximum up to ₹500 per candidate. The induction kit consists of a T-shirt (Male) or Jacket (Female) and a bag.1. Assessment and Certification: ₹600 per assessment per candidate, funded under the scheme. Every candidate is offered one free-of-charge chance of re-assessment.1. Boarding, Lodging, and Transportation: Provided to special groups (Women and Persons with Disability) and Special Areas, and may also be extended for training in Aspirational, Border, Tribal-dominated, and LWE-affected districts. Special Projects may also be taken up with fully residential training.1. Conveyance / Transportation Cost: Permissible for Women and Persons with Disability (PwD) in case of non-residential training, as per Common Norms.1. Additional Support to Persons with Disability (PwD) Candidates: ₹5,000 towards assistive devices,",,
v2q-017-candidate-08,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-stt-0003-3729a1c2e22c,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Short-Term Training,"role to be offered. The applicant may be a candidate looking for fresh skilling, re-skilling, or upskilling. The applicant may be an out-of-education candidate, a school/college dropout, or an unemployed youth. The applicant should not be enrolled again in the same job role in which he/she was already trained earlier. The applicant, if already certified once under PMKVY, opting for a lower NSQF-level course in the same sector, shall be discouraged; however, a higher job role in the same sector is permitted. The applicant may enrol not more than twice for training in the same sector, with the second time being for a higher NSQF-aligned job role only, and with a six-month gap between the certification date of the first course and the batch start date of the subsequent course.. Step 1: The applicant first registers on the Skill India Digital (SID) platform or the mobile application developed for the purpose; profile verification is completed through mobile-based OTP (eKYC), and a de-duplication check is carried out against the SID database to prevent re-enrolment in the same job role. Step 2: During registration, candidate profiling is done, with existing details fetched from other portals such as e-Shram and the National Career Services (NCS). Step 3: Online counselling is offered through SID to help the candidate select an appropriate course and Training Centre; the candidate may select the nearest Training Centre based on the availability of the preferred job role and the quality of training infrastructure (rating, centre profile). Step 4: On enrolment, the candidate is informed of the training programme details and facilities on the profile page and through a downloadable link sent to the registered number (or at the centre). Step 5: The applicant then completes the training lifecycle — classroom/blended/online training as per the approved Qualification Pack, applicable On-the-Job",,
v2q-017-candidate-09,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-sp-0002-dc58b95bab9b,Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects,"Special Areas, and may also be extended for training in Aspirational, Border, Tribal-dominated, and LWE-affected districts. Special Projects may also be taken up with fully residential training.1. Conveyance / Transportation Cost: Permissible for Women and Persons with Disability (PwD) in case of non-residential training, as per Common Norms.1. Additional Support to Persons with Disability (PwD) Candidates: ₹5,000 towards assistive devices, aids, and appliances.1. Accidental Insurance: Every certified candidate is provided with 1-year accidental insurance, as per prevailing rates (₹14.16).1. Aadhaar Enabled Biometric Attendance System (AEBAS) Transaction Fees: Up to ₹10 per user, borne under the scheme.1. Post-Certification Tracking Support: Information Technology (IT)-based tracking for up to 1 year from the date of certification, with an allowance of up to ₹50 per certified candidate.1. Certification: A Quick Response (QR) code-based digital certificate is issued (on DigiLocker, on email/phone number, and on the Skill India Digital profile), and one printed certificate is provided free of cost by the Training Provider.1. Post-Certification Linkages: Certified candidates are linked with Rojgar Melas (including virtual) and Apprenticeship Melas and gain access to jobs, apprenticeship opportunities, and loans for entrepreneurship through Skill India Digital.. The applicant should be of Indian nationality. The applicant should possess a valid Aadhaar. The applicant should fulfil the eligibility criteria of the respective job role. The applicant should be in the age group of 15 to 45 years. The applicant should belong to a marginalised or vulnerable group, or another group requiring special attention, or should be undertaking job roles with a focus on future skills.. The applicant should not be enrolled again in the same job role in which he/she was trained earlier. The applicant, if already certified once under PMKVY, will be discouraged from opting for a lower National Skills Qualification Framework (NSQF) level course in the same sector; however,",,
v2q-017-candidate-10,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-sp-0004-57e566374b9c,Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects,"6: The applicant selects the nearest Training Centre based on the availability of the preferred job role and the quality of training infrastructure (rating, centre profile), or is mapped automatically through logic-based mapping to the nearest Training Centre. Stage 7: On selection and enrolment, the applicant undergoes training, followed by On-the-Job Training (OJT) in applicable job roles. Stage 8: The applicant appears for assessment by an NCVET-approved Awarding Body / Assessment Agency after completion of On-the-Job Training, requiring more than 70% biometric attendance to be eligible. Stage 9: On successful completion, the applicant is awarded a Quick Response (QR) code-based digital certificate, issued via DigiLocker, an email/phone download link, and the Skill India Digital profile page, along with one printed certificate provided free of cost by the Training Provider.",,
v2q-017-candidate-11,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-rpl-0001-9ccf0701dcf9,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Recognition Of Prior Learning,"charged to the candidate for pre-screening. Assessment and Certification, with a payout of ₹600 per candidate per assessment provided to the Sector Skill Councils (SSCs) / Awarding Bodies for overseeing and facilitating final assessments. Accidental Insurance with one year of coverage, paid from the scheme (as per prevailing rates, ₹14.16). A T-shirt is provided to the trainee by the RPL-PIA at its own cost. A graded Skill Certificate and Marksheet on passing, with the grade awarded as Grade A (85% and above) or Grade B (70% to less than 85%). Conditions associated with the benefits: The pass percentage for a Qualification Pack (QP) is 70%; a candidate must achieve marks greater than or equal to 70% to be awarded the Skill Certificate. Marks scored in the Core National Occupational Standards (NOS) of a QP are given 70% weightage, and the remaining 30% weightage is from the Non-Core NOS. Certification is at the same NSQF level as determined during pre-screening. AEBAS-based compulsory attendance is applicable, and more than 70% biometric attendance is required to appear for the assessment. Indicative average unit (per-candidate) cost by RPL type RPL with upskilling (30 hours) at an Accredited and Affiliated Training Centre: ₹3,126.18 per candidate. RPL with upskilling (30 hours) at Industry premises: ₹2,826.18 per candidate. RPL with upskilling (60 hours) at an Accredited and Affiliated Training Centre: ₹3,962.88 per candidate. RPL with upskilling (60 hours) at Industry premises: ₹3,662.88 per candidate. (Note on the base cost: a fixed cost of ₹2,000 per candidate applies for RPL at an Accredited and Affiliated Training Centre and ₹1,700 for RPL at Industry premises for 12 hours of training; the reduction of ₹300 at Industry premises is owing to availability of infrastructure and lower mobilisation cost. Additional hours beyond 12 are paid at the discounted Common Norm of",,
v2q-017-candidate-12,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-sp-0003-738795a9ef96,Pradhan Mantri Kaushal Vikas Yojana 4.0- Special Projects,"special attention, or should be undertaking job roles with a focus on future skills.. The applicant should not be enrolled again in the same job role in which he/she was trained earlier. The applicant, if already certified once under PMKVY, will be discouraged from opting for a lower National Skills Qualification Framework (NSQF) level course in the same sector; however, a higher job role in the same sector is permitted.. Stage 1: The applicant first registers on the Skill India Digital (SID) platform or the mobile application developed for the purpose; profile verification is completed through mobile-based OTP / eKYC, and a de-duplication check is carried out. Stage 2: The applicant is counselled by the PIA/trainer on areas including a brief about MSDE, the Skill India programme, and RPL processes; eligibility for RPL certification; benefits and how to avail them; possible career progression (vertical and horizontal); and employment opportunities. The Induction Video on RPL is also shown at this stage. Stage 3: A de-duplication check is carried out against the data available in the Skill India Digital database, so that the applicant is not enrolled again in the same job role in which he/she was trained earlier. Stage 4: The applicant's profile is completed, with existing details fetched from other portals such as e-Shram and National Career Services (NCS). Stage 5: The applicant avails online counselling offered through Skill India Digital to select an appropriate course and Training Centre. Stage 6: The applicant selects the nearest Training Centre based on the availability of the preferred job role and the quality of training infrastructure (rating, centre profile), or is mapped automatically through logic-based mapping to the nearest Training Centre. Stage 7: On selection and enrolment, the applicant undergoes training, followed by On-the-Job Training (OJT) in applicable job roles. Stage 8: The",,
v2q-017-candidate-13,v2q-017,Which training route serves people no longer in education or work who need an initial occupational skill?,"PMKVY 4.0 Short-Term Training provides fresh skilling, reskilling, or upskilling for groups including school or college dropouts and unemployed youth.",pilot-v2-doc-pmkvy-rpl-0002-a3163111d20f,Pradhan Mantri Kaushal Vikas Yojana 4.0 - Recognition Of Prior Learning,"base cost: a fixed cost of ₹2,000 per candidate applies for RPL at an Accredited and Affiliated Training Centre and ₹1,700 for RPL at Industry premises for 12 hours of training; the reduction of ₹300 at Industry premises is owing to availability of infrastructure and lower mobilisation cost. Additional hours beyond 12 are paid at the discounted Common Norm of ₹27.89 per hour.) Mode of disbursement: Funds are transferred directly to the RPL-PIA's bank account through Direct Benefit Transfer (DBT). Frequency / time of disbursement: Payment is made in two tranches: Tranche 1 — 80% on assessment results being uploaded by the assessing body; Tranche 2 — 20% on submission/uploading of the Monthly Performance Report (MPR) and proof of certificate handover (with or without the distribution ceremony).. The applicant should be an Indian national. The applicant should possess a valid Aadhaar. The applicant should be in the age group of 18 to 59 years. The applicant should be a candidate with prior learning experience or skills, willing to get assessed and certified. The applicant should have prior experience in the job role for which RPL certification is being sought, as specified in the job role. The applicant should fulfil the eligibility criteria of the respective job role. The applicant should not be enrolled again in the same job role in which he/she was already trained earlier. The applicant, if already certified once under PMKVY, opting for a lower NSQF-level course in the same sector, shall be discouraged; however, a higher job role in the same sector is permitted. The applicant may enrol not more than twice in the same sector, with a six-month gap between the certification date of the first course and the batch start date of the subsequent course.. The interested candidate can contact the nearest Training Center",,
v2q-018-candidate-01,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-pm-janman-0000-69ac65d10edc,PM Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN),"PM Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN). Ministry Of Tribal Affairs. The scheme “PM- Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN)” was launched by the Ministry of Tribal Affairs, Government of India, aims to improve the socio-economic status of Particularly Vulnerable Tribal Groups (PVTGs) by bridging gaps in health, education, and livelihoods, and by saturating PVTG communities and families with basic facilities and services. The scheme provides 11 critical interventions through nine line Ministries/Departments, focusing on ensuring access to pucca houses, safe drinking water, road and mobile connectivity, electricity, and vocational education for individual households and habitations. A unique aspect is the inter-ministerial convergence, with the Ministry of Tribal Affairs serving as the nodal ministry while each participating ministry implements its respective Central Sector and Centrally Sponsored schemes.. The scheme aims to improve the socio-economic status of PVTGs by saturating families and habitations with basic facilities and services. It provides 11 critical infrastructure and welfare interventions, including housing, water, electricity, and connectivity.. Housing Provision of pucca houses to all eligible Particularly Vulnerable Tribal Group households having kaccha houses (Target: 4,90,000 households). The basic unit cost of the house is enhanced to ₹2,00,000/-, with additional facilities raising it to ₹2,39,000/-. Road Connectivity Construction of connecting roads (Target: 8,000 KM) linking approximately 6,500 Particularly Vulnerable Tribal Group villages. The construction cost per Kilometer would be ₹1,00,00,000/-. Drinking Water Provision of piped water supply/Functional Household Tap Connection (FHTC) to all Particularly Vulnerable Tribal Group households. Community water supply will be provided to villages/habitations with a population of less than 20 households. Health Deployment of Mobile Medical Units (MMUs) (Target: 1,000 MMUs) in Particularly Vulnerable Tribal Group habitations/villages. The cost is ₹33,88,000/- per MMU per annum, with Operational Expenditure (Op Ex) as per norms. Education Hostels Construction of residential hostels (Target: 500 hostels)",,
v2q-018-candidate-02,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-apy-0000-c43dd88d7899,Atal Pension Yojana,"Atal Pension Yojana. Ministry Of Finance. Department of Financial Service. Banks. Atal Pension Yojana (APY) is an old age income security scheme for a savings account holder in the age group of 18-40 years who is not an income tax-payee. The scheme helps in addressing the longevity risks among the workers in the unorganized sector and encourages the workers to voluntarily save for their retirement. Focus of APY The scheme is mainly targeted at the poor, the under-privileged and workers in the unorganized sector. APY Subscriber Contribution Chart - https://www.npscra.nsdl.co.in/nsdl/scheme-details/APYSubscribersContributionChart1.pdf Charges and fees and overdue interest under APY: The charges and fees and the overdue interest for non-payment or delayed payment of prescribed contribution amount shall be levied on the subscribers of APY. These charges and their method of application shall be prescribed by PFRDA from time to time, in consultation with the Central Government. Raising Grievance Under APY A subscriber can raise grievance anytime free of cost from anywhere by visiting: www.npscra.nsdl.co.in &gt;&gt;Home &gt;&gt; select: NPS-Lite or through CGMS Subscriber raising the grievance will be allotted a token number against the grievance raised. Subscriber may check the status of the grievance under “Check the status of Grievance / Enquiry already registered”.. Atal Pension Yojana (APY) is an old age income security scheme for a savings account holder in the age group of 18-40 years, who is not an income tax-payee. It helps to address longevity risks among workers in unorganized sector and encourages the workers to voluntarily save for retirement.. Upon exit on attaining 60 years The subscriber shall receive the following three benefits on attaining the age of 60: (i) Guaranteed minimum pension amount: Each subscriber under APY shall receive a guaranteed minimum pension of Rs. 1000/- per month or Rs. 2000/- per month or Rs. 3000/- per",,
v2q-018-candidate-03,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-pm-janman-0001-0deee4377b38,PM Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN),"Tribal Group households. Community water supply will be provided to villages/habitations with a population of less than 20 households. Health Deployment of Mobile Medical Units (MMUs) (Target: 1,000 MMUs) in Particularly Vulnerable Tribal Group habitations/villages. The cost is ₹33,88,000/- per MMU per annum, with Operational Expenditure (Op Ex) as per norms. Education Hostels Construction of residential hostels (Target: 500 hostels) in existing schools in Particularly Vulnerable Tribal Group areas. The cost is ₹2,75,00,000/- per hostel construction, subject to the actual estimate as per existing cost sharing ratio. Anganwadi Centers (AWCs) Construction of Anganwadi Centers (Target: 2,500 AWCs) in Particularly Vulnerable Tribal Group habitations/villages. The unit cost is ₹12,00,000/- per Anganwadi Center. Livelihood (VDVKs) Setting up of Van Dhan Vikas Kendras (VDVKs) (Target: 500 VDVKs). An amount of ₹15,00,000/- meant for 300 members will be released on a pro rata basis. Multipurpose Centers (MPCs) Construction of Multipurpose Centers (Target: 1,000 MPCs). The unit cost is ₹60,00,000/- per unit. Solar Power/Electricity Provision of solar power solutions to 1,00,000 Particularly Vulnerable Tribal Group households. Funding is ₹50,000/- per household or actual cost for 300 Watt supply. Telecom Connectivity Installation of mobile towers (Target: 3,000 mobile towers) in all uncovered villages/habitations.. The applicant must belong to a Particularly Vulnerable Tribal Group (PVTG) community. The applicant must reside in one of the 18 States and Union Territories having a notified Particularly Vulnerable Tribal Group population. The applicant household must be identified as eligible through the physical survey conducted by state governments using the mobile application on the PM Gati-shakti Portal. Eligibility Specific to Interventions The applicant household seeking a pucca house must currently reside in a kaccha house. The applicant household seeking solar power solutions must be an unelectrified household not covered under the Revamped Distribution Sector Scheme (RDSS). The applicant household seeking an on-grid",,
v2q-018-candidate-04,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-pm-janman-0002-d0844e3327b6,PM Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN),"physical survey conducted by state governments using the mobile application on the PM Gati-shakti Portal. Eligibility Specific to Interventions The applicant household seeking a pucca house must currently reside in a kaccha house. The applicant household seeking solar power solutions must be an unelectrified household not covered under the Revamped Distribution Sector Scheme (RDSS). The applicant household seeking an on-grid electricity connection shall be an identified beneficiary household under PM-JANMAN, irrespective of standard eligibility criteria under the Revamped Distribution Sector Scheme (RDSS) for the State and Electricity distribution company (DISCOM).. Step 1: Initiation of Identification and Physical Survey The State Governments initiates a detailed physical survey of each Particularly Vulnerable Tribal Group habitation to ascertain the gaps regarding the 11 critical interventions covered under the mission. The data gathered during this exhaustive survey is simultaneously updated and cross-verified on a mobile application developed on the PM Gati-shakti Portal. Step 2: Facilitation of Application Filing for Eligible Beneficiaries The Block Level Implementation Team, consisting of officers designated by the District Collector, will be responsible for identifying each beneficiary family who has not yet been saturated with entitlements and will facilitate the necessary application filing for the respective schemes. The District Level Committee is also responsible for the registration and filling of applications of eligible beneficiaries for each scheme covered under the mission. Step 3: Verification and Project Approval Following the application filing and preliminary eligibility checks, certain proposals for infrastructure, such as the sanctioning of Multi-Purpose Centers, must be forwarded by the Secretary/Principal Secretary, State Tribal Welfare Department to the Ministry of Tribal Affairs. These proposals are subsequently examined by the relevant division, approved by the Mission Director of PM-JANMAN, and granted financial concurrence by the Internal Finance Division.",,
v2q-018-candidate-05,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-ab-pmjay-0001-a632a7205efc,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,"per family per year for secondary and tertiary hospitalization to poor and vulnerable families.. AB PM-JAY is a health insurance scheme for low-income families in rural and urban areas. The scheme aims to provide affordable healthcare facilities to the Poor. It is the largest health assurance scheme in the world which aims at providing a health cover of ₹5,00,000/- per family per year.. Financial Health Insurance Cover: Annual Hospitalization Coverage: Cashless coverage up to ₹5,00,000/- per family per year.- Comprehensive Treatment Costs: Covers consultation, medicines, diagnostics, surgery, ICU, implants, accommodation, and food.- Pre and Post Hospitalization Support: Covers 3 days pre-hospitalization and 15 days post-hospitalization expenses.- Treatment Complication Coverage: Covers complications arising during treatment. Coverage Features: Pre-Existing Disease Coverage: Covers all pre-existing diseases from day one.- No Family Size Limit: No restriction on age, gender, or family size.- Nationwide Portability: Benefits available across India in empanelled hospitals.- Wide Procedure Coverage: Covers approximately 1,929 medical procedures.. Rural Beneficiaries Out of the total seven deprivation criteria for rural areas, PM-JAY covered all such families who fall into at least one of the following six deprivation criteria and automatic inclusion(Destitute/ living on alms, manual scavenger households, primitive tribal group, legally released bonded labour) criteria: Only one room with kucha walls and kucha roof No adult member between ages 16 to 59 Households with no adult male member between ages 16 to 59 Disabled member and no able-bodied adult member SC/ST households Landless households deriving a major part of their income from manual casual labour Automatically includedHouseholds without shelter Destitute/ living on alms, Manual scavenger families, Primitive tribal groups, Legally released bonded labour. Urban Beneficiaries For urban areas, the following 11 occupational categories of workers are eligible for the scheme: Ragpicker Beggar Domestic worker Street vendor/ Cobbler/hawker / other service provider working on streets",,
v2q-018-candidate-06,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-pmuy2-0000-95fa2d4e3b3f,Pradhan Mantri Ujjwala Yojana 2.0,"Pradhan Mantri Ujjwala Yojana 2.0. Ministry Of Petroleum and Natural Gas. The Pradhan Mantri Ujjwala Yojana 2.0 (PMUY) was launched in May 2016 by the Ministry of Petroleum and Natural Gas to provide free LPG connections to women from poor households. Its main objective is to promote clean cooking fuel like LPG among rural and deprived families who traditionally rely on firewood, coal, or cow-dung cakes. This shift helps reduce health risks for women and minimizes environmental pollution. Under PMUY 2.0, the scheme was further expanded to reach more beneficiaries across India. The target under the scheme was to release 8 Crore LPG Connections to the deprived households by March 2020. On 7th September 2019, the Hon’ble Prime Minister of India handed over the 8th Crore LPG connection in Aurangabad, Maharashtra. The release of 8 Crore LPG connections under the scheme has also helped in increasing the LPG coverage from 62% on 1st May 2016 to 99.8% on 1st April 2021. Ujjwala 2.0: Additional allocation of 1.6 Crore LPG Connections under PMUY Scheme with special facility to migrant households. The scheme was launched in Mahoba, Uttar Pradesh by the Hon’ble Prime Minister of India, Shri. Narendra Modi.. Ministry of Petroleum and Natural Gas (MOPNG), introduced the ‘""Pradhan Mantri Ujjawala Yojana 2.0"" in India. The Pradhan Mantri Ujjawala Yojana (PMUY) is a scheme launched by the Government of India in 2016 to provide free LPG (liquefied petroleum gas) connections to women from below-poverty-line.. Cash assistance for PMUY connections is provided by the Government of India - ₹1600 (for a connection 14.2kg cylinder/ ₹1150 for a 5 kg cylinder). The cash assistance covers: Security Deposit of Cylinder – ₹1250 for 14.2 kg cylinder/ ₹ 800 for 5 kg cylinder. Pressure Regulator – ₹150. LPG Hose – ₹100. Domestic Gas Consumer Card –",,
v2q-018-candidate-07,v2q-018,Which initiative helps city households across officially defined lower and middle income bands obtain permanent homes?,"Pradhan Mantri Awas Yojana–Urban addresses urban housing shortages and supports eligible EWS, LIG, and MIG households, including slum dwellers.",pilot-v2-doc-pmay-g-0003-2769023a3f73,Pradhan Mantri Awaas Yojana - Gramin,"not rank lower than other households within a priority group. Inter-se priority within the two subgroups viz. households which are automatically included and otherwise will be determined based on their cumulative deprivation scores. The scores will be calculated from the socio-economic parameters given below with each having equal weight: i. Households with no adult member between ages 16 to 59 ii. Female-headed households with no adult male member between ages 16 to 59 iii. Households with no literate adult above 25 years iv. Households with any disabled member and no able-bodied adult member v. Landless Households deriving the major part of their income from manual casual labor vi. Households with higher deprivation scores will be ranked higher within the subgroups. Note: To ensure that assistance is targeted at those who are genuinely deprived and that the selection is objective and verifiable, the housing deprivation parameters in the SECC data will be used for identifying households and then verified by the Gram Sabhas. Earmarking of Targets - For SC/ST: 60% of the target allocated to each State/ UT should be earmarked for SC/STs, subject to the availability of eligible beneficiaries. Within earmarked targets, the proportion of SC and ST is to be decided from time to time by the respective States/UTs. Further, the States/ UTs would be allowed to interchange targets between SC and ST if there are no eligible beneficiaries from either of the category and it is certified as such. In case all eligible SC and ST households are covered, the State/ UT targets would be allocated to beneficiaries from the 'Other' categories included in the Permanent Wait List drawn from SECC 2011. For Minorities: Further, as far as possible, 15% of the total fund would be earmarked for Minorities at the National Level for households. The allocation of",,
