query_id,category,question,chunk_id,systems,original_relevance,candidate_text,review_status,reviewer,relevance,rationale,second_reviewer_relevance
q_0025,terminology_heavy,What does UIP stand for?,chunk_ed273e9b,"{""faiss"": {""rank"": 1, ""score"": 0.43730730393104933}}",,"the same category of pension schemes. Question: How can one apply for the scheme? Answer: Applicants can apply through the UMANG platform, NSAP portal, or through the concerned State/UT authorities and local bodies as prescribed by the respective state government. Question: When was the IGNDPS launched? Answer: The Indira Gandhi National Disability Pension Scheme (IGNDPS) was formally launched in February 2009 under the National Social Assistance Programme. Question: Is the scheme available in both rural and urban areas? Answer: Yes. The National Social Assistance Programme, including IGNDPS, is implemented in both rural and urban areas across India.",pending,,,,
q_0025,terminology_heavy,What does UIP stand for?,chunk_ef59bb87,"{""bm25"": {""rank"": 3, ""score"": 9.944069264364925}}",,Vit-A-4 2.5 years Vit-A-5 3 years Vit-A-6 3.5 years Vit-A-7 4 years Vit-A-8 4.5 years Vit-A 9 5 years 16-24 MONTHS 10 YEARS 5-6 YEARS 16 YEARS TT TT DATE GIVEN (mm/dd/yyyy): DATE GIVEN (mm/dd/yyyy): DATE GIVEN (mm/dd/yyyy): DATE GIVEN (mm/dd/yyyy): Next Vaccination Date: Next Vaccination Date: Next Vaccination Date: Vitamin A-2 JE-2 MR-2 DPT Booster-1 DPT Booster-2 OPV Booster Congratulations! Your child is vaccinated for the 2nd year of life. MISSED DOSE TRACKING NAME & DOSE OF MISSED VACCINE DATE OF VACCINE DOSE MISSED REASON WHY VACCINE DOSE MISSED NEXT SESSION DATE FOR MISSED DOSE SIGN OF ANM FOUR KEY MESSAGES ON IMMUNIZATION 1) What vaccine was given and what disease it prevents 4) To k,pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_060211a3,"{""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"nominee details. Step 4: A self-certification process for the eligibility conditions will be completed by the applicant. Following this, the system will automatically calculate the monthly contribution amount payable according to the age of the beneficiary. Application and Payment Process Step 5: The enrolled beneficiary will pay the first subscription amount in cash directly to the VLE. This initial contribution payment activates the subscription to the pension scheme. Step 6: An enrollment cum auto-debit mandate form will be generated and printed by the system. This mandate form must be signed by the beneficiary, after which the VLE will scan the document and upload it securely into the sy",pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_0919edc8,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"benefits, what specific technology must be used on the official mobile application to properly verify my identity? Answer: You must authenticate your Universal Account Number utilizing the Facial Authentication Technology available on the UMANG mobile application to be eligible for the first-timer incentives. Question: In order to maintain active eligibility and continue receiving the promised financial incentives for generating new jobs, what specific monthly compliance action must the employer ensure is completed without fail? Answer: Employers must consistently file the monthly Electronic Challan-cum-Return along with the prescribed amount of provident fund contributions for their employe",pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_0a37094c,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,a) Pursuing law [in the last two years of degree course] or Law Graduates. b) Pursuing Post Graduation in Law or Research Scholars in Law. c) Pursuing post-graduation courses like MBA/MSW/ MSC/MA/M.Com./MCA. 2. The applicant should be enrolled in recognized University/Institution within India or abroad. Application process Online The application must be submitted in the prescribed format along with the required (self-attested) documents by EMAIL ONLY to rc.hrm@epfindia.gov.in. NOTE: Soft copies of mark sheets /certificates etc. in support of qualifications and other documentary proof need not be sent with the application. Required documents At the time of Application 1. Letter of Recommendat,pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_0afb475a,"{""bm25"": {""rank"": 2, ""score"": 25.53102224157582}}",,"Scheme: Pradhan Mantri Gram Sadak Yojana Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Rural Works Departments And State PWDs Level: Central Target beneficiaries: All Overview With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-weather access to eligible unconnected habitations. Detailed description With the objective of providing rural connectivity, the Government of India launched the Pradhan Mantri Gram Sadak Yojana (referred to as PMGSY-I hereinafter) on 25th December 2000 to provide all-",pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_31494559,"{""faiss"": {""rank"": 2, ""score"": 0.5581339954783644}}",,"Scheme: Pradhan Mantri Awaas Yojana - Gramin Ministry: Ministry Of Rural Development Department: Department of Rural Development Implementing agency: Ministry Of Housing And Urban Affairs (MoHUA) Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Family Overview Launch on 1st April 2016, Pradhan Mantri Awaas Yojana Gramin (PMAY-G) is centre's flagship mission by the Ministry of Rural Development (MoRD), implemented by the Ministry of Housing and Urban Affairs (MoHUA). PMAY-G addresses the rural housing shortage and bridges the housing deficit in rural areas Detailed description Launch on 1st April 2016, Pradhan Mantri Awaas Yojana Gramin (PMAY-G) is centre's flagship mis",pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_326058bd,"{""bm25"": {""rank"": 3, ""score"": 22.988268606432662}}",,0% 6. Electricity and clean fuel 6.1 Whether the village has been electrified? (Yes/No) Yes No 6.2 % of households having electricity connection >75% 50-75% <50% 6.3 % of households using at least one LED bulb >75% 50-75% <50% 6.4 % of households having gas connection >75% 50-75% <50% 6.5 % of internal roads having street lights >75% 50-75% <50% 7. Agricultural Practices etc. 7.1 % of eligible farmers provided with Soil Health Card >75% 50-75% <50% 7.2 Extent (in %) of organic farming practices adopted >75% 50-75% <50% 7.3 Extent (in %) of watershed management practices adopted >75% 50-75% <50% 8. Financial Inclusion 8.1 % of village population (>5 years) having Aadhaar Identification >98% 0,pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_7677bba9,"{""bm25"": {""rank"": 1, ""score"": 48.87671726457866}, ""faiss"": {""rank"": 1, ""score"": 0.5942914045606221}}",,"Scheme: Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY) Ministry: Ministry Of Tribal Affairs Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Village Overview The scheme aims to develop selected villages with significant Scheduled Tribe population into model villages by providing basic infrastructure and improving socio-economic conditions. Detailed description The scheme ""Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)"" by the Ministry Of Tribal Affairs, Government Of India, aims to transform villages with high Scheduled Tribe population into model villages through providing financial assistance for infrastructure gap filling and socio-economic development to the tribal",pending,,,,
q_0041,paraphrase,What detail does the source provide about Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY)?,chunk_8ce14990,"{""faiss"": {""rank"": 3, ""score"": 0.5497315698286086}}",,"Scheme: Pradhan Mantri Surakshit Matritva Abhiyan Ministry: Ministry Of Health & Family Welfare Department: Department of Health and Family Welfare Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: Individual Overview The scheme aims to provide fixed-day assured, comprehensive and quality antenatal care universally to all pregnant women in 2nd and 3rd trimester on the 9th of every month. It offers free comprehensive antenatal care services at government health facilities. Detailed description The scheme ""Pradhan Mantri Surakshit Matritva Abhiyan"" was launched on 9th June 2016 by the Ministry of Health & Family Welfare, Government of India, aims to provide fixed-day",pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_02155a58,"{""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"share to this Escrow account as per the cost sharing ratio between the Centre and State/UT. The fund available in the dedicated Escrow account are meant for transfer to the beneficiaries under the scheme. In no case, the funds from this account should be diverted for any other purpose. The funds from this account shall be transferred to the beneficiaries through PFMS in DBT mode. II. To meet the administrative and other expenditures the funds shall also be transferred by MWCD to the States/UTs as per schematic norms through PFMS in the State/ UT treasury. The State/UT after crediting their respective shares shall make it available to the Department for smooth implementation of the scheme. II",pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_030a851f,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"in view the scope of insurance coverage: Loss by Theft, War, Invasion, Civil War. Rebellion, Revolution, Insurrection, Mutiny, Lockout, Malicious Damage, Conspiracy, Military/Usurped Power, Civil Commotion, Confiscation, Requisition/Destruction/damage by order of any Government de-jure/de-facto/by any public/municipal/local authority, including damage due to power transmission. Nuclear reaction, nuclear radiation or radioactive contamination. Impact damage due to aircraft or other falling objects Wilful negligence of the insured and anyone acting on his behalf. Damage caused by human, bird or any animal action. Improper maintenance of palms. Palm becoming unhealthy & senile. Natural morality",pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_0406f424,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"applicant should not exceed ₹4,50,000/- per annum from all sources. The applicant should have passed Class 12th or equivalent in the preceding year of study for applications called for the present year. The applicant should have secured admission in the first year of any degree course, either a general degree course of The scholarship shall only be provided for general degree courses, and technical and professional courses, including medical and paramedical courses, as certified by the Registrar/ Principal/ Director of University/ College/ Institute in any of the following universities/colleges/institutes: Universities/Institutions/Colleges included under Section 2(f) and 12 (B) of the UGC A",pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_12a64c0c,"{""bm25"": {""rank"": 3, ""score"": 34.94450300504196}}",,(use of condoms): Always Never No Response Sometimes Family history of drug/alcohol abuse (information to be collected about those family members who are alive) Manual on Minimum Standards of Services for the Programmes under the Scheme for Prevention of Alcoholism and Substance (Drugs) Abuse Drug Father Mother Brother Sister Father & Mother Father & Brother Alcohol Cannabis Heroin Opium Other Opiates Propox Phene Morphine Buprenorphine Barbiturates Minor tranquilizers Other sedatives/Hypnotis Cocaine Amphetamine Hallucinogens Inhalnts Cough Syrups Education Father Mother Literate Illiterate Primary Education Middle school Matriculation/Higher Secondary/PUC/Junior College Graduate Post Gradu,pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_21611109,"{""faiss"": {""rank"": 1, ""score"": 0.5544243598045829}}",,for the Programmes under the Scheme for Prevention of Alcoholism and Substance (Drugs) Abuse Annexure 4. 6 Follow-up Card Name of the organization : Contact person : Address of treatment centre : Phone : Land mark : Fax no : Best way of reaching the centre : E.mail : Date Report of Visit / feedback letter / letter received with details Details of staff Sl.no Name Age & Education Designation Date of joining the organization Training attended –RRTC/NISD Annexure 4.7 Training needs assessment format Name of the Centre: Contact Person: Postal Address: Phone: E.mail: Name of the trainings Project Director Medical Officer Coun- selor Coun- selor Psycho- logist Social Worker Peer educator Nurse War,pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_778988b9,"{""bm25"": {""rank"": 2, ""score"": 35.82639636098063}}",,"Political Leaders Yes/No v. Academicians Yes/No iii.NGOs/CBOs/enterprises Yes/No (public and Private) : vi. Social Activists Yes/No iv. Community Workers : Yes/No vii. Others (please specify) b) Does the organization enlist support for Government policies pertaining to demand reduction? Yes/No c) Does the organization mobilize mass communicators/media professionals for drug abuse campaigns? Yes/No d) Does the organization provide technical support to NGOs, CBOs, and Enterprises? Yes/No Monitoring and Evaluation Activities Please provide details for any of the following activities participating in a sample of the product: a) Development of indicators/parameters for monitoring visits and instr",pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_848cc9ee,"{""bm25"": {""rank"": 1, ""score"": 37.115532151283865}, ""faiss"": {""rank"": 2, ""score"": 0.5448262469271312}}",,MANUAL ON MINIMUM STANDARDS OF SERVICES FOR THE PROGRAMMES UNDER THE SCHEME FOR PREVENTION OF ALCOHOLISM AND SUBSTANCE (DRUGS) ABUSE Prepared by National Institute of Social Defence & Regional Resource and Training Centres Page no. Chapter 1 Introduction and about the scheme Chapter 2 Integrated Rehabilitation Centre for Addicts (IRCA) –with annexure Chapter 3 Awareness-Cum-De-addiction Camps (ACDC) and programme for prevention of alcoholism and drug abuse at workplace (WPP) - with annexure Chapter 4 Regional Resource and Training Centres (RRTC) - with annexure Chapter 5 Responsibilities of staff and code of ethics - rights for staff and clients - with annexure List of References CHAPTER 1 M,pending,,,,
q_0042,paraphrase,What detail does the source provide about Scheme for Prevention of Alcoholism and Substance Abuse?,chunk_fd0e501e,"{""faiss"": {""rank"": 3, ""score"": 0.5302949156571058}}",,"of Assistance The quantum of assistance shall not be more than 90% of the approved expenditure. In case of the seven North Eastern States, Sikkim and J & K, the quantum of assistance will be 95% of the total admissible expenditure. The balance of the approved expenditure shall have to be borne by the implementing agency out of its own resources. The Universities, Schools of Social Work and such other institutions of higher learning will be eligible for 100% reimbursement of approved expenditure. Services under the scheme The following components are admissible 1. Integrated rehabilitation centre for addicts (IRCA) 2. Programme for prevention of alcoholism and drug abuse at workplace (WPP) 3.",pending,,,,
q_0043,paraphrase,What detail does the source provide about NPS Vatsalya Scheme?,chunk_0102efff,"{""bm25"": {""rank"": 1, ""score"": 28.964266677039316}, ""faiss"": {""rank"": 3, ""score"": 0.484049788194519}, ""entity_graph"": {""rank"": 1, ""score"": 0.5}}",1,"stipulated details. Question: Can an NRI or OCI open a NPS Vatsalya account? Answer: Yes, Non-Resident Indians (NRIs) and Overseas Citizens of India (OCIs) under 18 years of age can join the scheme. Question: Is it required to furnish a nomination while joining the scheme? Answer: No, the guardian becomes the nominee under the scheme. Question: How many NPS Vatsalya accounts can I open? Answer: The guardian can only open one account for each minor/child. Question: Can a guardian who is a NPS subscriber open a NPS Vatsalya account for a minor? Answer: Yes, a guardian who is an NPS subscriber can open an NPS Vatsalya account in the name of the minor. Question: What are the minimum and maximum ",pending,,,,
q_0043,paraphrase,What detail does the source provide about NPS Vatsalya Scheme?,chunk_02155a58,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"share to this Escrow account as per the cost sharing ratio between the Centre and State/UT. The fund available in the dedicated Escrow account are meant for transfer to the beneficiaries under the scheme. In no case, the funds from this account should be diverted for any other purpose. The funds from this account shall be transferred to the beneficiaries through PFMS in DBT mode. II. To meet the administrative and other expenditures the funds shall also be transferred by MWCD to the States/UTs as per schematic norms through PFMS in the State/ UT treasury. The State/UT after crediting their respective shares shall make it available to the Department for smooth implementation of the scheme. II",pending,,,,
q_0043,paraphrase,What detail does the source provide about NPS Vatsalya Scheme?,chunk_030a851f,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"in view the scope of insurance coverage: Loss by Theft, War, Invasion, Civil War. Rebellion, Revolution, Insurrection, Mutiny, Lockout, Malicious Damage, Conspiracy, Military/Usurped Power, Civil Commotion, Confiscation, Requisition/Destruction/damage by order of any Government de-jure/de-facto/by any public/municipal/local authority, including damage due to power transmission. Nuclear reaction, nuclear radiation or radioactive contamination. Impact damage due to aircraft or other falling objects Wilful negligence of the insured and anyone acting on his behalf. Damage caused by human, bird or any animal action. Improper maintenance of palms. Palm becoming unhealthy & senile. Natural morality",pending,,,,
q_0043,paraphrase,What detail does the source provide about NPS Vatsalya Scheme?,chunk_563886b9,"{""bm25"": {""rank"": 3, ""score"": 26.18423160903084}, ""faiss"": {""rank"": 1, ""score"": 0.5361242324809514}}",,"Scheme: NPS Vatsalya Scheme Ministry: Ministry Of Finance Department: Pension Fund Regulatory & Development Authority Implementing agency: PFRDA Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview NPS Vatsalya is a contributory saving cum long-term financial security scheme designed exclusively for minors for the purposes of enhancing financial literacy and financial planning and to encourage empowerment of children, emanating from the vision of ""Viksit Bharat@2047. Detailed description “NPS Vatsalya” Scheme was announced by the Hon’ble Finance Minister in the Union Budget for FY 2024-25. It is designed exclusively for minors below 18 years of age, wit",pending,,,,
q_0043,paraphrase,What detail does the source provide about NPS Vatsalya Scheme?,chunk_78e94630,"{""bm25"": {""rank"": 2, ""score"": 27.28117369547435}, ""faiss"": {""rank"": 2, ""score"": 0.5174649656948308}}",,"creating a financial cushion for the future. Financial discipline: Small, regular investments build a strong habit of saving and planning. Empowerment of child: Early exposure to saving builds responsible financial behaviour for life. Tax Efficient Attractive tax benefits under the Income Tax Act, 2025. Details given in later part of the Annexure. Optimum Returns Provides market-linked returns based on pension funds’ performance. Transparent 24/7 online access to the account, with mandatory public disclosures ensuring transparency. Question: How is the NPS Vatsalya account operated? Answer: The account is opened by the parent/guardian in the name of the minor. The minor is the sole beneficia",pending,,,,
q_0044,paraphrase,What detail does the source provide about MANAGE Internship Programme?,chunk_005a2521,"{""entity_graph"": {""rank"": 3, ""score"": 0.3333333333333333}}",,Scheme: IVRI Institute Scholarship For M.V.Sc. And Ph.D. Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: Indian Council Of Agricultural Research (ICAR) Level: Central Scheme type: Centrally Sponsored Scheme Target beneficiaries: All Overview The Indian Veterinary Research Institute will award scholarships to MVSc and PhD students who need financial assistance.his provision will be utilized to assist as many students as possible who have good academic record and who are making diligent efforts to pursue higher education. Detailed description IVRI Institute Scholarship for M.V.Sc. and Ph.D. – The Indian Cou,pending,,,,
q_0044,paraphrase,What detail does the source provide about MANAGE Internship Programme?,chunk_295934df,"{""bm25"": {""rank"": 2, ""score"": 21.05202885498666}, ""faiss"": {""rank"": 1, ""score"": 0.5713409636014484}, ""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"Scheme: MANAGE Internship Programme Ministry: Ministry Of Agriculture and Farmers Welfare Department: Department of Agriculture Research and Education Implementing agency: National Institute Of Agricultural Extension Management (MANAGE) Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview MANAGE Internship Programme is open to students from the disciplines of Extension Education, Economics, Sociology, Psychology, MSW, Journalism, Communication, and Environmental Science. The internships are open year-round, and the duration ranges from 3 months upto 6 months. Detailed description ""MANAGE Internship Programme"" implemented by the National Institute of Agr",pending,,,,
q_0044,paraphrase,What detail does the source provide about MANAGE Internship Programme?,chunk_2bdf5ed0,"{""faiss"": {""rank"": 2, ""score"": 0.5555109439577895}}",,"this programme useful and how it fits in with their career growth. At the end of the Internship The interns will be required to present to the Head of the Division a Report/Paper on the allotted subject at the end of the internship. Simultaneously, they will also be required to give to the concerned HOD their mandatory feedback on their experience of the Programme, monitoring and supervision by the Director/JS concerned. Frequently asked questions Question: How Are Interns Selected For The Program? Answer: The applications will be scrutinized by a Selection Committee, and offers will be sent to selected interns based on slot availability, consent of the concerned division, and approval of th",pending,,,,
q_0044,paraphrase,What detail does the source provide about MANAGE Internship Programme?,chunk_76feb74d,"{""bm25"": {""rank"": 3, ""score"": 18.670224321157818}}",1,"mentioned that the selection is based on evaluation of the proposals received. The evaluation process is likely to involve the assessment of the candidate's CV, motivation letter, and recommendation letter, along with their academic qualifications and suitability for the internship. Question: Are there any specific age restrictions for applicants? Answer: The guidelines do not mention any specific age restrictions for applicants. As long as the applicants meet the academic requirements and possess the necessary skills and qualifications, they are eligible to apply regardless of their age. Question: Can a candidate submit a physical copy of the application for the MANAGE Internship Programme,",pending,,,,
q_0044,paraphrase,What detail does the source provide about MANAGE Internship Programme?,chunk_9c3986cd,"{""bm25"": {""rank"": 1, ""score"": 22.196608561551955}, ""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"MANAGE Internship Programme. While there are no specific sub-disciplines mentioned, applicants with research interests in rural studies are particularly encouraged to apply. Question: What are the academic requirements for the internship? Could you elaborate on the minimum criteria for completion or ongoing pursuit of Ph.D. or M.Sc. degrees in the mentioned disciplines? Is there a specific GPA or percentage requirement? Answer: For Ph.D. and M.Sc. degree holders, the minimum academic requirement is a cumulative OGPA (Overall Grade Point Average) of 8 out of 10 (minimum 80%) for completed degrees. It is important for ongoing degree students to have a similar level of academic achievement. Que",pending,,,,
q_0044,paraphrase,What detail does the source provide about MANAGE Internship Programme?,chunk_d9b29e30,"{""faiss"": {""rank"": 3, ""score"": 0.5408990608685604}}",,Scheme: Internship Programme Of The Department Of Expenditure Ministry: Ministry Of Finance Department: Department of Expenditure Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The Internship Programme of the Department of Expenditure aims to familiarize willing and eligible undergraduates pursuing five-year integrated courses and Graduates pursuing post-Graduation/ post-Graduates pursuing Research with the overall process of formulation of economic policies of the Govt. Detailed description The Internship Programme of the Department of Expenditure aims to familiarize willing and eligible undergraduates pursuing five-year integrated courses and Gr,pending,,,,
q_0045,paraphrase,What detail does the source provide about AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens?,chunk_5f3e034f,"{""faiss"": {""rank"": 3, ""score"": 0.4990942524252182}}",,of ways to handle problems as they arise. 89. The Policy aims to involve mass media as well as informal and traditional communication channels on ageing issues. It will be necessary to provide opportunities to media personnel to have access to information apart from their own independent sources of information and reporting of field situations. Their participation in orientation programmes on ageing will be facilitated. Opportunities will be extended for greater interaction between media personnel and persons active in the field of ageing. III. IMPLEMENTATION 90. The National Policy on Older Persons will be very widely disseminated for which an action plan will be prepared so that its featur,pending,,,,
q_0045,paraphrase,What detail does the source provide about AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens?,chunk_6d2f1c38,"{""bm25"": {""rank"": 1, ""score"": 61.608465688805566}, ""faiss"": {""rank"": 1, ""score"": 0.6272168532946443}, ""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"Scheme: AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens Ministry: Ministry Of Social Justice and Empowerment Department: Department of Social Justice & Empowerment Level: Central Scheme type: Central Sector Scheme Target beneficiaries: Individual Overview The scheme aims to improve the quality of life of Senior Citizens, particularly those who are indigent, by providing basic amenities like shelter, food, medical care and entertainment opportunities. The scheme provides financial assistance for projects such as maintenance of Senior Citizen Homes. Detailed description The scheme ""AVYAY - National Action Plan for Senior Citizens: Health and Shelter for",pending,,,,
q_0045,paraphrase,What detail does the source provide about AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens?,chunk_797e87b4,"{""bm25"": {""rank"": 2, ""score"": 47.979071227573584}, ""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"I intend to provide services through a project, is it acceptable for the bank account to be held solely in the name of the Non-Governmental Organization? Answer: No, the bank account used by the Non-Governmental Organization or Voluntary Organization for receiving the assistance must be maintained and operated jointly. Question: If the proposed project involves establishing a new physiotherapy clinic, can I expect to receive a grant-in-aid under the State Action Plan for Senior Citizens sub-scheme? Answer: No Grant-in-Aid will be released for starting new Physiotherapy Clinics; this project type is permitted only in existing Government District Hospitals under the State Action Plan for Senio",pending,,,,
q_0045,paraphrase,What detail does the source provide about AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens?,chunk_7af0d115,"{""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"different regions which are nutritious, tasty, fit into the dietary pattern of the family and the community, are affordable and can be prepared from locally available vegetables, cereals and fruits, will be disseminated. 44. The concept of healthy ageing will be promoted. It is necessary to educate older persons and their families that diseases are not a corollary of advancing age nor is a particular chronological age the starting point for decline in health status. On the contrary, preventive health care and early diagnosis can keep a person in reasonable good health and prevent disability. 45. Health education programmes will be strengthened by making use of mass media, folk media and othe",pending,,,,
q_0045,paraphrase,What detail does the source provide about AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens?,chunk_8ef238d9,"{""faiss"": {""rank"": 2, ""score"": 0.5147821139190757}}",,"the State towards its senior citizens so that they do not face an identity crisis and know where they stand in the overall national perspective. The need has been expressed at different forums where ageing issues have been deliberated. The Statement, by indicating the principles underlying the policy, the directions, the needs that will be addressed and the relative roles of governmental and nongovernmental institutions, is expected to facilitate carving out of respective areas of operation and action in the direction of a human age integrated society. II. National Policy Statement 15. The National Policy seeks to assure older persons that their concerns are national concerns and they will n",pending,,,,
q_0045,paraphrase,What detail does the source provide about AVYAY - National Action Plan for Senior Citizens: Health and Shelter for Senior Citizens?,chunk_de5a3d6b,"{""bm25"": {""rank"": 3, ""score"": 40.62771346703507}}",1,"the Project. Copy of Permanent Account Number (PAN) Card of the Organization. Bond Execution, Rule 231(2) & 3 (Required for Implementing Agencies, Not Quasi-Government Institutions, Central Autonomous Organisations, Or Institutions With Government-Approved Budgets). Financial and Annual Reporting Documents Annual Report for the Year for Which Grant-In-Aid Is Sought. Annual Report for Last Two Years (If Non-Governmental Organization). Audited Statement of Accounts (Income-Expenditure Statement, Receipt-Payment Statement, Balance Sheet, Audit Report of Chartered Accountant). Audited Accounts of Previous Year (Required If Current Year Grant-In-Aid Is Proposed). Utilization Certificate Duly Cert",pending,,,,
q_0046,paraphrase,What detail does the source provide about Transgender Persons Welfare Framework?,chunk_03e828a2,"{""entity_graph"": {""rank"": 1, ""score"": 0.5}}",,"secondary stage. The self-perceived gender identity of the Transgender persons up to the age of class 8th remains ambiguous to large extent and therefore the transgender identity of the children may not be established. 1.2.1.3. Objectives (a)The objective is to provide financial assistance to the Transgender students studying in IX and above to enable them to complete their education. (b)To support Transgender students to study further in order to prepare themselves to earn their livelihood and to find a dignified place for themselves in the society as they face several barriers physical, financial, psychological, mental in pursuing studies and living with dignity. At times such students are",pending,,,,
q_0046,paraphrase,What detail does the source provide about Transgender Persons Welfare Framework?,chunk_083d2e93,"{""entity_graph"": {""rank"": 2, ""score"": 0.5}}",,"necessarily flow to a transgender. The ‘Transgender’ community falls within the purview of the Constitution of India and thereby they are entitled to all the rights as guaranteed under the same. 3. Article 5 of the Constitution identifies the persons who are entitled to be citizens of India. None of the conditions specified therein require a determinate sex or gender identity as a pre-condition of acquiring citizenship. 4. The Citizenship Act, 1955 which provides for the acquisition and determination of Indian Citizenship also does not, expressly or impliedly require a determinate sex or gender identity as a pre-condition for acquiring citizenship. For a person to be a voter (elector), he/sh",pending,,,,
q_0046,paraphrase,What detail does the source provide about Transgender Persons Welfare Framework?,chunk_09654725,"{""bm25"": {""rank"": 1, ""score"": 15.089954495079919}, ""entity_graph"": {""rank"": 3, ""score"": 0.5}}",,"problems Who are transgender people? Transgender people are individuals of any age or sex whose appearance, personal characteristics, or behaviors differ from stereotypes about how men and women are “supposed” to be. Transgender people have existed in every culture, race, and class since the story of human life has been recorded. Only the term “transgender” and the medical technology available to transsexual people are new. In its broadest sense, transgender encompasses anyone whose identity or behaviour falls outside of stereotypical gender norms. What is the difference between sex and gender? 2. Sex refers to biological status as male or female. It includes physical attributes such as sex ",pending,,,,
q_0046,paraphrase,What detail does the source provide about Transgender Persons Welfare Framework?,chunk_2036ea2d,"{""bm25"": {""rank"": 3, ""score"": 14.477052364233202}}",,"any of the groups but are transgender persons individually. Though an accurate and reliable estimate of transgender people is not available, it cannot be denied that their number is miniscule compared with the total population of the country. 6. The definition of transgender people in India has been dealt with in detail in Chapter One. The definition recommended in that chapter is intended to bring more clarity and uniformity in the understanding of the term ‘transgender’ for the purpose of this report as well for it to serve as a guide for all stakeholders such as administrators, police officers, judicial officers, NGOs and the society at large. 7. Transgender people in India face a variety",pending,,,,
