query_id,query_text,category,system,gold_rank,hit_at_5,hit_at_10,mrr_at_5,mrr_at_10,recall_at_5,recall_at_10,ndcg_graded_at_10,ce_recall_at_10,qrel_base,failure_type,n_systems_hit_at_5,difficulty
v2q-026,"What employment guarantee does MGNREGA provide, and which other programme from its ministry supplies pucca houses to rural households?",multi_hop,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.36363636363636365,0.6090334038837438,0.0,final_pooled,hit,5,0.0
v2q-026,"What employment guarantee does MGNREGA provide, and which other programme from its ministry supplies pucca houses to rural households?",multi_hop,graph_v3_2,1,1.0,1.0,1.0,1.0,0.36363636363636365,0.5454545454545454,0.6732148197534753,0.0,final_pooled,hit,5,0.0
v2q-026,"What employment guarantee does MGNREGA provide, and which other programme from its ministry supplies pucca houses to rural households?",multi_hop,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.36363636363636365,0.6363636363636364,0.8655111095721011,0.0,final_pooled,hit,5,0.0
v2q-026,"What employment guarantee does MGNREGA provide, and which other programme from its ministry supplies pucca houses to rural households?",multi_hop,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.45454545454545453,0.9090909090909091,0.9885447677333545,0.0,final_pooled,hit,5,0.0
v2q-027,"What livelihood mechanism does PM SVANidhi offer street vendors, and which other programme from its ministry addresses housing shortages for eligible urban households?",multi_hop,bm25,1,1.0,1.0,1.0,1.0,0.4,0.8,0.7611196834697737,0.0,final_pooled,hit,5,0.0
v2q-027,"What livelihood mechanism does PM SVANidhi offer street vendors, and which other programme from its ministry addresses housing shortages for eligible urban households?",multi_hop,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.2,0.2,0.36297209628774124,0.0,final_pooled,hit,5,0.0
v2q-027,"What livelihood mechanism does PM SVANidhi offer street vendors, and which other programme from its ministry addresses housing shortages for eligible urban households?",multi_hop,graph_v3_2,1,1.0,1.0,1.0,1.0,0.6,0.8,0.812018285041175,0.0,final_pooled,hit,5,0.0
v2q-027,"What livelihood mechanism does PM SVANidhi offer street vendors, and which other programme from its ministry addresses housing shortages for eligible urban households?",multi_hop,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.6,0.8,0.7495215535370101,0.0,final_pooled,hit,5,0.0
v2q-027,"What livelihood mechanism does PM SVANidhi offer street vendors, and which other programme from its ministry addresses housing shortages for eligible urban households?",multi_hop,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9920466006454153,1.0,final_pooled,hit,5,0.0
v2q-028,"What does PMKVY Recognition of Prior Learning certify, and which other pathway from its ministry serves candidates seeking fresh short-term skills training?",multi_hop,bm25,1,1.0,1.0,1.0,1.0,0.38461538461538464,0.7692307692307693,0.850586690869802,0.0,final_pooled,hit,5,0.0
v2q-028,"What does PMKVY Recognition of Prior Learning certify, and which other pathway from its ministry serves candidates seeking fresh short-term skills training?",multi_hop,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.38461538461538464,0.6153846153846154,0.7283977934882587,0.0,final_pooled,hit,5,0.0
v2q-028,"What does PMKVY Recognition of Prior Learning certify, and which other pathway from its ministry serves candidates seeking fresh short-term skills training?",multi_hop,graph_v3_2,1,1.0,1.0,1.0,1.0,0.38461538461538464,0.6153846153846154,0.8321471982848566,0.0,final_pooled,hit,5,0.0
v2q-028,"What does PMKVY Recognition of Prior Learning certify, and which other pathway from its ministry serves candidates seeking fresh short-term skills training?",multi_hop,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.38461538461538464,0.7692307692307693,0.881576276675749,0.0,final_pooled,hit,5,0.0
v2q-028,"What does PMKVY Recognition of Prior Learning certify, and which other pathway from its ministry serves candidates seeking fresh short-term skills training?",multi_hop,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.3076923076923077,0.6153846153846154,0.885001328693579,0.0,final_pooled,hit,5,0.0
v2q-029,"What migrant-focused facility distinguishes Ujjwala 2.0, and what clean-cooking transition was established by its predecessor programme?",multi_hop,bm25,1,1.0,1.0,1.0,1.0,0.8,1.0,0.9748412540413925,1.0,final_pooled,hit,5,0.0
v2q-029,"What migrant-focused facility distinguishes Ujjwala 2.0, and what clean-cooking transition was established by its predecessor programme?",multi_hop,faiss_windowed_max,2,1.0,1.0,0.5,0.5,0.8,1.0,0.6919362709093179,1.0,final_pooled,hit,5,0.0
v2q-029,"What migrant-focused facility distinguishes Ujjwala 2.0, and what clean-cooking transition was established by its predecessor programme?",multi_hop,graph_v3_2,1,1.0,1.0,1.0,1.0,0.8,0.8,0.6971533001755515,0.0,final_pooled,hit,5,0.0
v2q-029,"What migrant-focused facility distinguishes Ujjwala 2.0, and what clean-cooking transition was established by its predecessor programme?",multi_hop,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.8,1.0,0.9333168256517765,1.0,final_pooled,hit,5,0.0
v2q-029,"What migrant-focused facility distinguishes Ujjwala 2.0, and what clean-cooking transition was established by its predecessor programme?",multi_hop,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9714089025373848,1.0,final_pooled,hit,5,0.0
v2q-030,"What retirement benefit does APY offer, and which life-insurance programme administered through the same department covers death from any cause?",multi_hop,bm25,1,1.0,1.0,1.0,1.0,0.6,0.8,0.7372449353281585,0.0,final_pooled,hit,5,0.0
v2q-030,"What retirement benefit does APY offer, and which life-insurance programme administered through the same department covers death from any cause?",multi_hop,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.8,1.0,0.9747429528567877,1.0,final_pooled,hit,5,0.0
v2q-030,"What retirement benefit does APY offer, and which life-insurance programme administered through the same department covers death from any cause?",multi_hop,graph_v3_2,1,1.0,1.0,1.0,1.0,0.8,1.0,0.9708923176105698,1.0,final_pooled,hit,5,0.0
v2q-030,"What retirement benefit does APY offer, and which life-insurance programme administered through the same department covers death from any cause?",multi_hop,hybrid_rrf,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-030,"What retirement benefit does APY offer, and which life-insurance programme administered through the same department covers death from any cause?",multi_hop,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,5,0.0
v2q-031,"How do three finance-sector programmes combine basic banking, life insurance, and accident insurance?",synthesis,bm25,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9297916128016405,0.0,final_pooled,hit,4,0.19999999999999996
v2q-031,"How do three finance-sector programmes combine basic banking, life insurance, and accident insurance?",synthesis,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.2,0.4,0.4722375848593862,0.0,final_pooled,hit,4,0.19999999999999996
v2q-031,"How do three finance-sector programmes combine basic banking, life insurance, and accident insurance?",synthesis,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-031,"How do three finance-sector programmes combine basic banking, life insurance, and accident insurance?",synthesis,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.8,0.8,0.9297916128016405,0.0,final_pooled,hit,4,0.19999999999999996
v2q-031,"How do three finance-sector programmes combine basic banking, life insurance, and accident insurance?",synthesis,prompt_rag_claude,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,final_pooled,hit,4,0.19999999999999996
v2q-032,"How do three farmer programmes separately address crop loss, current income needs, and old-age income security?",synthesis,bm25,2,1.0,1.0,0.5,0.5,0.4,0.7,0.6115097351114764,0.0,final_pooled,hit,4,0.19999999999999996
v2q-032,"How do three farmer programmes separately address crop loss, current income needs, and old-age income security?",synthesis,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.5,1.0,0.9862996544290681,1.0,final_pooled,hit,4,0.19999999999999996
v2q-032,"How do three farmer programmes separately address crop loss, current income needs, and old-age income security?",synthesis,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-032,"How do three farmer programmes separately address crop loss, current income needs, and old-age income security?",synthesis,hybrid_rrf,2,1.0,1.0,0.5,0.5,0.4,0.7,0.6115097351114764,0.0,final_pooled,hit,4,0.19999999999999996
v2q-032,"How do three farmer programmes separately address crop loss, current income needs, and old-age income security?",synthesis,prompt_rag_claude,4,1.0,1.0,0.25,0.25,0.2,0.5,0.4042872722961695,0.0,final_pooled,hit,4,0.19999999999999996
v2q-033,"How do three programmes support micro-enterprises, new enterprise creation, and street-vendor livelihoods through different financial mechanisms?",synthesis,bm25,1,1.0,1.0,1.0,1.0,0.4,0.7,0.7718743833295889,0.0,final_pooled,hit,4,0.19999999999999996
v2q-033,"How do three programmes support micro-enterprises, new enterprise creation, and street-vendor livelihoods through different financial mechanisms?",synthesis,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.5,0.7,0.6746053082437771,0.0,final_pooled,hit,4,0.19999999999999996
v2q-033,"How do three programmes support micro-enterprises, new enterprise creation, and street-vendor livelihoods through different financial mechanisms?",synthesis,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-033,"How do three programmes support micro-enterprises, new enterprise creation, and street-vendor livelihoods through different financial mechanisms?",synthesis,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.4,0.7,0.7718743833295889,0.0,final_pooled,hit,4,0.19999999999999996
v2q-033,"How do three programmes support micro-enterprises, new enterprise creation, and street-vendor livelihoods through different financial mechanisms?",synthesis,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.5,1.0,0.9829166404752318,1.0,final_pooled,hit,4,0.19999999999999996
v2q-034,"How do three programmes meet distinct household needs for rural housing, clean cooking, and food security?",synthesis,bm25,1,1.0,1.0,1.0,1.0,0.36363636363636365,0.6363636363636364,0.8094088652851236,0.0,final_pooled,hit,4,0.19999999999999996
v2q-034,"How do three programmes meet distinct household needs for rural housing, clean cooking, and food security?",synthesis,faiss_windowed_max,1,1.0,1.0,1.0,1.0,0.2727272727272727,0.36363636363636365,0.3130951348903007,0.0,final_pooled,hit,4,0.19999999999999996
v2q-034,"How do three programmes meet distinct household needs for rural housing, clean cooking, and food security?",synthesis,graph_v3_2,999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final_pooled,missing_evidence,4,0.19999999999999996
v2q-034,"How do three programmes meet distinct household needs for rural housing, clean cooking, and food security?",synthesis,hybrid_rrf,1,1.0,1.0,1.0,1.0,0.36363636363636365,0.6363636363636364,0.8094088652851236,0.0,final_pooled,hit,4,0.19999999999999996
v2q-034,"How do three programmes meet distinct household needs for rural housing, clean cooking, and food security?",synthesis,prompt_rag_claude,1,1.0,1.0,1.0,1.0,0.45454545454545453,0.7272727272727273,0.8562817881797212,0.0,final_pooled,hit,4,0.19999999999999996
