document_id,source,ministry,scheme_name,publication_date,URL,document_type,sha256,doc_count,chunk_count
myscheme_nsap_ignoaps,"myScheme, Digital India Corporation",Ministry Of Rural Development,NSAP - Indira Gandhi National Old Age Pension Scheme,,https://www.myscheme.gov.in/schemes/nsap-ignoaps,funding_guideline,7bed074e0938454f13eafe5f04e8da49a4c76282f9fa88c4be35f3404c305164,1,8
myscheme_nscs,"myScheme, Digital India Corporation",Ministry Of Finance,National Savings Certificates (VIII-Issue) Scheme,,https://www.myscheme.gov.in/schemes/nscs,act_rule_notification,157e35020373276e570debc9550cdf59d35293c9b2c5ac2c2973f6c27f0497f3,1,10
myscheme_pm_gkay,"myScheme, Digital India Corporation",Ministry Of Finance,Pradhan Mantri Garib Kalyan Anna Yojana,,https://www.myscheme.gov.in/schemes/pm-gkay,operational_guideline,b80d6c9e565faaded7073eea681d38393b0133a49de9e3b772f643da6a9964c8,1,8
myscheme_pm_janman,"myScheme, Digital India Corporation",Ministry Of Tribal Affairs,PM Janjati Adivasi Nyaya Maha Abhiyan (PM JANMAN),,https://www.myscheme.gov.in/schemes/pm-janman,funding_guideline,c0a1e7511e8a5590020db3c97d614375850c2db6ea3f27598ae91142001c732c,1,9
myscheme_pm_svanidhi,"myScheme, Digital India Corporation",Ministry Of Housing & Urban Affairs,PM Street Vendor’s AtmaNirbhar Nidhi (PM SVANidhi),,https://www.myscheme.gov.in/schemes/pm-svanidhi,scheme_description,6e58b5122f8d224f5abe9413de738038af0b904dd0157a12b6b02e67308f58cb,1,10
myscheme_pm_sym,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Pradhan Mantri Shram Yogi Maan-dhan,,https://www.myscheme.gov.in/schemes/pm-sym,funding_guideline,ce7a0db40c3945742266c7185c5471ea69ccec09cc7315487b918c3a2f6a6e9c,1,11
myscheme_pmaagy,"myScheme, Digital India Corporation",Ministry Of Tribal Affairs,Pradhan Mantri Adi Adarsh Gram Yojana (PMAAGY),,https://www.myscheme.gov.in/schemes/pmaagy,act_rule_notification,5e4f1b3106d8c247751b924fdc72fb27f6250ed5961c84402b0e955d3fee925a,1,5
myscheme_pmay_g,"myScheme, Digital India Corporation",Ministry Of Rural Development,Pradhan Mantri Awaas Yojana - Gramin,,https://www.myscheme.gov.in/schemes/pmay-g,application_procedure,090a9730eab280852c9c4c70df667a1011540eb2351f8416f38b9d950b33fab0,1,13
myscheme_pmay_u,"myScheme, Digital India Corporation",Ministry Of Housing & Urban Affairs,Pradhan Mantri Awas Yojana - Urban,,https://www.myscheme.gov.in/schemes/pmay-u,operational_guideline,a361f52a15cc518729d1ce5630fa815596ff70d942db5685e24f65c9b1f97309,1,12
myscheme_pmgkp,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Pradhan Mantri Garib Kalyan Package : Insurance Scheme For Health Workers Fighting COVID-19,,https://www.myscheme.gov.in/schemes/pmgkp,implementation_manual,22ab7eb42378cb0867739bcb91f9fcd7d8d28b688d2a336e7d0b1ef37e2d0da4,1,8
myscheme_pmgsy,"myScheme, Digital India Corporation",Ministry Of Rural Development,Pradhan Mantri Gram Sadak Yojana,,https://www.myscheme.gov.in/schemes/pmgsy,act_rule_notification,2cfbf6b75fa10f287c03dd810b726815f670f520156ccca5233ce44e514fedd6,1,12
myscheme_pmjdy,"myScheme, Digital India Corporation",Ministry Of Finance,Pradhan Mantri Jan Dhan Yojana,,https://www.myscheme.gov.in/schemes/pmjdy,faq,3160f4e34490b63f48206f8b8c05639e9665efc4c727e5d31def184159ba93b9,1,10
myscheme_pmjjby,"myScheme, Digital India Corporation",Ministry Of Finance,Pradhan Mantri Jeevan Jyoti Bima Yojana,,https://www.myscheme.gov.in/schemes/pmjjby,implementation_manual,2bb40abb4ee86631712f9196e8cbdea2134fcbc070b30cde72084b99912cbcce,1,5
myscheme_pmjvm,"myScheme, Digital India Corporation",Ministry Of Tribal Affairs,Pradhan Mantri Janjatiya Vikas Mission (PMJVM),,https://www.myscheme.gov.in/schemes/pmjvm,scheme_description,660723ff74a0c0ffdef6ebdcf64b2ca914bcb91ab2982314f34021508e9a7599,1,6
myscheme_pmrdfs,"myScheme, Digital India Corporation",Ministry Of Rural Development,Prime Minister’s Rural Development Fellows Scheme,,https://www.myscheme.gov.in/schemes/pmrdfs,scheme_description,38beb3622b4ff88f106c8a93f11a44458ed8efcec0e7b3ee16059e76a403bc15,1,10
myscheme_pmsma,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Pradhan Mantri Surakshit Matritva Abhiyan,,https://www.myscheme.gov.in/schemes/pmsma,eligibility_beneficiary,1badc1f2eac90b9fef995518ad99f18bcfc1bd650372bab768133663386d11f1,1,11
myscheme_pmvbry,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Pradhan Mantri Viksit Bharat Rozgar Yojana,,https://www.myscheme.gov.in/schemes/pmvbry,application_procedure,5ea5fe03a8d641abe06370a52225981a56ea55531b8448e723c4fb3ffa750c6d,1,13
myscheme_pomis,"myScheme, Digital India Corporation",Ministry Of Finance,National Savings (Monthly Income  Account) Scheme,,https://www.myscheme.gov.in/schemes/pomis,application_procedure,73ca242a2c212452464fe740a86761ba470635ac69a263a07553d90788bab906,1,6
myscheme_post_st,"myScheme, Digital India Corporation",Ministry Of Tribal Affairs,Post Matric Scholarship Scheme For The Students Belonging To Scheduled Tribe For Studies In India,,https://www.myscheme.gov.in/schemes/post-st,application_procedure,149550455cfd8c17959ce53fe80c82eca84e772ed4b51f7861e93b51df291d2f,1,11
myscheme_safaew_bcew,"myScheme, Digital India Corporation",Ministry Of Labour and Employment,Financial Assistance for Education to the Wards of Beedi/Cine/IOMC/LSDM Workers – Pre & Post-Matric,,https://www.myscheme.gov.in/schemes/safaew-bcew,act_rule_notification,6de925439e306e9befa53af520ec939f8ac0b715e6ed27a1bcd7eb73e22c1511,1,12
myscheme_sak_deg,"myScheme, Digital India Corporation",Ministry of Education,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Degree),,https://www.myscheme.gov.in/schemes/sak-deg,application_procedure,8bcbb9118dcba1a36d25ae5ef8384269343ff863cee98001ed6ee1e30190da33,1,9
myscheme_sak_dip,"myScheme, Digital India Corporation",Ministry of Education,AICTE – Saksham Scholarship Scheme For Specially-Abled Student (Diploma),,https://www.myscheme.gov.in/schemes/sak-dip,act_rule_notification,c96df527e90a866979106da5c5d9034c97a858ac74328783250dd32fc5932a9b,1,10
myscheme_sbm_u,"myScheme, Digital India Corporation",Ministry Of Housing & Urban Affairs,Swachh Bharat Mission – Urban 2.0,,https://www.myscheme.gov.in/schemes/sbm-u,faq,52b0e1c5c95cffa5d3d653ebee77d1385f37d90e04e61e7ba74c4b894ba112f3,1,3
myscheme_stfhrdphr,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Short Term Fellowship under the Human Resource Development Programme for Health Research ,,https://www.myscheme.gov.in/schemes/stfhrdphr,application_procedure,9af80b42bb7b9587f0dbc43e2635e088ee807f8f5424106b67c889795b284563,1,8
myscheme_suman,"myScheme, Digital India Corporation",Ministry Of Health & Family Welfare,Surakshit Matritva Aashwasan Yojana,,https://www.myscheme.gov.in/schemes/suman,act_rule_notification,726a34e951d03e02d45ee56d56e3f27b1bdc2a3ac44e955af3796ccf79941319,1,6
