display_id,query_id,owner_grade,audit_grade,agreement,confidence,evidence_fragment,adjudication_required
v2q-009-candidate-18,v2q-009,0,0,yes,high,,no
v2q-025-candidate-21,v2q-025,0,0,yes,high,,no
v2q-030-candidate-04,v2q-030,2,2,yes,high,PMJJBY life/death cover confirmed,no
v2q-019-candidate-20,v2q-019,0,0,yes,high,,no
v2q-007-candidate-06,v2q-007,2,2,yes,high,full name + death cover confirmed,no
v2q-010-candidate-10,v2q-010,0,0,yes,high,,no
v2q-017-candidate-08,v2q-017,2,2,yes,high,STT + dropout/unemployed + fresh-skilling confirmed,no
v2q-013-candidate-09,v2q-013,0,0,yes,high,,no
v2q-025-candidate-07,v2q-025,1,1,yes,medium,Finance Ministry scheme doc; specific claim absent,no
v2q-016-candidate-16,v2q-016,2,2,yes,high,RPL + assess/certify function confirmed,no
v2q-008-candidate-09,v2q-008,0,0,yes,high,,no
v2q-021-candidate-18,v2q-021,0,0,yes,high,,no
v2q-025-candidate-10,v2q-025,0,0,yes,high,,no
v2q-025-candidate-13,v2q-025,2,2,yes,high,PMJDY universal banking confirmed,no
v2q-004-candidate-05,v2q-004,0,0,yes,high,,no
v2q-030-candidate-11,v2q-030,0,0,yes,high,,no
v2q-022-candidate-08,v2q-022,0,0,yes,high,,no
v2q-015-candidate-20,v2q-015,0,0,yes,high,,no
v2q-002-candidate-03,v2q-002,1,1,yes,medium,PMFBY doc; premium rates absent,no
v2q-006-candidate-19,v2q-006,0,0,yes,high,,no
v2q-025-candidate-19,v2q-025,0,0,yes,high,,no
v2q-032-candidate-05,v2q-032,0,0,yes,high,,no
v2q-028-candidate-03,v2q-028,1,0,no,high,,yes
v2q-032-candidate-11,v2q-032,1,2,no,high,"PM-KMY ₹3,000 pension for SMFs confirmed",yes
v2q-033-candidate-13,v2q-033,2,2,yes,high,SVANidhi working-capital/interest-subsidy confirmed,no
v2q-006-candidate-28,v2q-006,0,0,yes,high,,no
v2q-030-candidate-08,v2q-030,2,2,yes,high,APY pension/age-60 guarantee confirmed,no
v2q-012-candidate-14,v2q-012,0,0,yes,high,,no
v2q-015-candidate-09,v2q-015,2,2,yes,high,PMEGP + artisan/self-employment beneficiary confirmed,no
v2q-023-candidate-01,v2q-023,0,0,yes,high,,no
v2q-007-candidate-14,v2q-007,0,0,yes,high,,no
v2q-009-candidate-03,v2q-009,2,2,yes,high,pension range + age 60 stated,no
v2q-018-candidate-19,v2q-018,0,0,yes,high,,no
v2q-008-candidate-17,v2q-008,0,0,yes,high,,no
v2q-008-candidate-20,v2q-008,0,0,yes,high,,no
v2q-031-candidate-11,v2q-031,0,0,yes,high,,no
v2q-029-candidate-12,v2q-029,0,0,yes,high,,no
v2q-027-candidate-15,v2q-027,0,0,yes,high,,no
v2q-030-candidate-16,v2q-030,0,0,yes,high,,no
v2q-032-candidate-15,v2q-032,0,0,yes,high,,no
v2q-018-candidate-18,v2q-018,0,0,yes,high,,no
v2q-034-candidate-03,v2q-034,0,0,yes,high,,no
v2q-005-candidate-10,v2q-005,0,0,yes,high,,no
v2q-011-candidate-12,v2q-011,0,0,yes,high,,no
v2q-020-candidate-21,v2q-020,0,0,yes,high,,no
v2q-023-candidate-14,v2q-023,0,0,yes,high,,no
v2q-031-candidate-07,v2q-031,0,0,yes,high,,no
v2q-022-candidate-28,v2q-022,1,1,yes,medium,PMMY doc; MLI term absent,no
v2q-001-candidate-05,v2q-001,0,0,yes,high,,no
v2q-005-candidate-07,v2q-005,0,0,yes,high,,no
v2q-006-candidate-25,v2q-006,0,0,yes,high,,no
v2q-022-candidate-07,v2q-022,0,0,yes,high,,no
v2q-029-candidate-10,v2q-029,0,0,yes,high,,no
v2q-032-candidate-08,v2q-032,2,2,yes,high,PMFBY crop-loss insurance confirmed,no
v2q-014-candidate-22,v2q-014,0,0,yes,high,,no
v2q-003-candidate-05,v2q-003,0,0,yes,high,,no
v2q-026-candidate-02,v2q-026,0,0,yes,high,,no
v2q-016-candidate-08,v2q-016,0,0,yes,high,,no
v2q-012-candidate-11,v2q-012,0,0,yes,high,,no
v2q-034-candidate-11,v2q-034,1,1,yes,medium,Household-scheme doc; key claim absent,no
v2q-002-candidate-13,v2q-002,0,0,yes,high,,no
v2q-020-candidate-09,v2q-020,1,1,yes,medium,PMKVY doc; NSDC/SPIA division absent,no
v2q-010-candidate-03,v2q-010,2,2,yes,high,full form + hot cooked meal confirmed,no
v2q-004-candidate-02,v2q-004,0,0,yes,high,,no
v2q-023-candidate-03,v2q-023,0,0,yes,high,,no
v2q-008-candidate-24,v2q-008,0,0,yes,high,,no
v2q-008-candidate-12,v2q-008,0,0,yes,high,,no
v2q-008-candidate-03,v2q-008,0,0,yes,high,,no
v2q-012-candidate-10,v2q-012,0,0,yes,high,,no
v2q-019-candidate-01,v2q-019,1,1,yes,medium,Ujjwala doc; ministry name absent,no
v2q-031-candidate-03,v2q-031,0,0,yes,high,,no
v2q-034-candidate-19,v2q-034,0,0,yes,high,,no
v2q-016-candidate-10,v2q-016,1,2,no,high,RPL + assess/certify function confirmed,yes
v2q-021-candidate-08,v2q-021,1,1,yes,medium,PMFBY doc; insurance-company/bank pair absent,no
v2q-033-candidate-02,v2q-033,1,2,no,high,PMEGP credit-linked subsidy confirmed,yes
v2q-001-candidate-15,v2q-001,0,0,yes,high,,no
v2q-027-candidate-09,v2q-027,2,2,yes,high,PMAY-U urban housing/income categories confirmed,no
v2q-015-candidate-01,v2q-015,2,2,yes,high,PMEGP + artisan/self-employment beneficiary confirmed,no
v2q-012-candidate-19,v2q-012,0,0,yes,high,,no
v2q-034-candidate-06,v2q-034,2,2,yes,high,PMGKAY free foodgrains for AAY/PHH confirmed,no
v2q-005-candidate-18,v2q-005,0,0,yes,high,,no
v2q-001-candidate-22,v2q-001,0,0,yes,high,,no
v2q-012-candidate-05,v2q-012,0,0,yes,high,,no
v2q-004-candidate-03,v2q-004,2,2,yes,high,₹20 lakh stated,no
v2q-020-candidate-08,v2q-020,2,2,yes,high,NSDC + SPIA roles confirmed,no
v2q-020-candidate-13,v2q-020,2,2,yes,high,NSDC + SPIA roles confirmed,no
v2q-007-candidate-22,v2q-007,0,0,yes,high,,no
v2q-027-candidate-02,v2q-027,0,0,yes,high,,no
v2q-004-candidate-11,v2q-004,0,0,yes,high,,no
v2q-018-candidate-13,v2q-018,2,2,yes,high,PMAY-U + EWS/LIG/MIG categories confirmed,no
v2q-014-candidate-06,v2q-014,0,0,yes,high,,no
v2q-022-candidate-03,v2q-022,0,0,yes,high,,no
v2q-028-candidate-12,v2q-028,1,1,yes,medium,PMKVY-SP sibling sub-scheme; tangential,no
v2q-029-candidate-02,v2q-029,0,0,yes,high,,no
v2q-022-candidate-26,v2q-022,0,0,yes,high,,no
v2q-026-candidate-10,v2q-026,1,1,yes,medium,Rural Development scheme doc; key claim absent,no
v2q-004-candidate-07,v2q-004,0,0,yes,high,,no
v2q-014-candidate-17,v2q-014,0,0,yes,high,,no
v2q-003-candidate-08,v2q-003,0,0,yes,high,,no
v2q-012-candidate-02,v2q-012,0,0,yes,high,,no
v2q-009-candidate-08,v2q-009,0,0,yes,high,,no
v2q-019-candidate-13,v2q-019,2,2,yes,high,Ujjwala 2.0 + Ministry of Petroleum confirmed,no
v2q-011-candidate-14,v2q-011,0,0,yes,high,,no
v2q-017-candidate-15,v2q-017,1,1,yes,medium,STT doc; target group or fresh-skill context absent,no
v2q-024-candidate-20,v2q-024,0,0,yes,high,,no
v2q-026-candidate-13,v2q-026,0,0,yes,high,,no
v2q-001-candidate-21,v2q-001,0,0,yes,high,,no
v2q-014-candidate-07,v2q-014,0,0,yes,high,,no
v2q-012-candidate-20,v2q-012,0,0,yes,high,,no
v2q-005-candidate-23,v2q-005,0,0,yes,high,,no
v2q-022-candidate-29,v2q-022,0,0,yes,high,,no
v2q-034-candidate-15,v2q-034,0,0,yes,high,,no
v2q-001-candidate-17,v2q-001,0,0,yes,high,,no
v2q-013-candidate-19,v2q-013,0,0,yes,high,,no
v2q-013-candidate-02,v2q-013,0,0,yes,high,,no
v2q-022-candidate-13,v2q-022,1,1,yes,medium,PMMY doc; MLI term absent,no
v2q-002-candidate-17,v2q-002,0,0,yes,high,,no
v2q-027-candidate-05,v2q-027,0,0,yes,high,,no
v2q-006-candidate-20,v2q-006,0,0,yes,high,,no
v2q-002-candidate-06,v2q-002,0,0,yes,high,,no
v2q-026-candidate-16,v2q-026,0,0,yes,high,,no
v2q-012-candidate-07,v2q-012,0,0,yes,high,,no
v2q-024-candidate-11,v2q-024,0,0,yes,high,,no
v2q-011-candidate-05,v2q-011,0,0,yes,high,,no
v2q-022-candidate-04,v2q-022,0,0,yes,high,,no
v2q-008-candidate-21,v2q-008,0,0,yes,high,,no
v2q-006-candidate-04,v2q-006,0,0,yes,high,,no
v2q-026-candidate-04,v2q-026,2,2,yes,high,MGNREGA 100-day guarantee confirmed,no
v2q-023-candidate-10,v2q-023,0,0,yes,high,,no
v2q-007-candidate-07,v2q-007,1,1,yes,medium,related insurance doc; full PMJJBY name/death absent,no
v2q-004-candidate-08,v2q-004,0,0,yes,high,,no
v2q-007-candidate-16,v2q-007,0,0,yes,high,,no
v2q-003-candidate-13,v2q-003,0,0,yes,high,,no
v2q-028-candidate-10,v2q-028,2,2,yes,high,RPL + certify existing skills confirmed,no
v2q-007-candidate-18,v2q-007,0,0,yes,high,,no
v2q-014-candidate-11,v2q-014,0,0,yes,high,,no
v2q-018-candidate-01,v2q-018,0,0,yes,high,,no
v2q-032-candidate-03,v2q-032,1,2,no,high,PMFBY crop-loss insurance confirmed,yes
v2q-020-candidate-03,v2q-020,0,0,yes,high,,no
v2q-005-candidate-16,v2q-005,0,0,yes,high,,no
v2q-010-candidate-06,v2q-010,0,0,yes,high,,no
v2q-015-candidate-21,v2q-015,0,0,yes,high,,no
v2q-019-candidate-14,v2q-019,0,0,yes,high,,no
v2q-030-candidate-14,v2q-030,2,2,yes,high,APY pension/age-60 guarantee confirmed,no
v2q-006-candidate-09,v2q-006,0,0,yes,high,,no
v2q-015-candidate-03,v2q-015,0,0,yes,high,,no
v2q-010-candidate-01,v2q-010,0,0,yes,high,,no
v2q-007-candidate-11,v2q-007,0,0,yes,high,,no
v2q-008-candidate-14,v2q-008,0,0,yes,high,,no
v2q-034-candidate-16,v2q-034,0,0,yes,high,,no
v2q-010-candidate-20,v2q-010,0,0,yes,high,,no
v2q-006-candidate-10,v2q-006,0,0,yes,high,,no
v2q-006-candidate-08,v2q-006,1,1,yes,medium,AB-PMJAY doc; ₹5 lakh absent,no
v2q-015-candidate-19,v2q-015,0,0,yes,high,,no
v2q-023-candidate-04,v2q-023,0,0,yes,high,,no
v2q-008-candidate-06,v2q-008,0,0,yes,high,,no
v2q-025-candidate-12,v2q-025,0,0,yes,high,,no
v2q-015-candidate-08,v2q-015,0,0,yes,high,,no
v2q-010-candidate-05,v2q-010,0,0,yes,high,,no
v2q-031-candidate-18,v2q-031,0,0,yes,high,,no
v2q-015-candidate-18,v2q-015,0,0,yes,high,,no
v2q-001-candidate-14,v2q-001,1,1,yes,medium,PMAY-G doc; size not stated,no
v2q-015-candidate-06,v2q-015,0,0,yes,high,,no
v2q-014-candidate-13,v2q-014,0,0,yes,high,,no
v2q-001-candidate-11,v2q-001,2,2,yes,high,'25 sq m' stated,no
v2q-030-candidate-17,v2q-030,0,0,yes,high,,no
v2q-033-candidate-15,v2q-033,1,2,no,high,SVANidhi working-capital/interest-subsidy confirmed,yes
v2q-029-candidate-22,v2q-029,0,0,yes,high,,no
v2q-014-candidate-14,v2q-014,0,0,yes,high,,no
v2q-020-candidate-04,v2q-020,0,0,yes,high,,no
v2q-002-candidate-11,v2q-002,2,2,yes,high,2% kharif; 1.5% rabi; 5% commercial,no
v2q-029-candidate-21,v2q-029,0,0,yes,high,,no
v2q-010-candidate-15,v2q-010,0,0,yes,high,,no
v2q-026-candidate-14,v2q-026,2,2,yes,high,MGNREGA 100-day guarantee confirmed,no
v2q-021-candidate-06,v2q-021,0,0,yes,high,,no
v2q-003-candidate-10,v2q-003,2,2,yes,high,"₹10,000 OD",no
v2q-025-candidate-04,v2q-025,0,0,yes,high,,no
v2q-005-candidate-01,v2q-005,0,0,yes,high,,no
v2q-009-candidate-24,v2q-009,0,0,yes,high,,no
v2q-011-candidate-17,v2q-011,0,0,yes,high,,no
v2q-014-candidate-10,v2q-014,0,0,yes,high,,no
v2q-024-candidate-08,v2q-024,0,0,yes,high,,no
v2q-022-candidate-27,v2q-022,0,0,yes,high,,no
v2q-005-candidate-09,v2q-005,1,1,yes,medium,MGNREGA doc; 100-day guarantee absent,no
v2q-032-candidate-13,v2q-032,1,2,no,high,"PM-KMY ₹3,000 pension for SMFs confirmed",yes
v2q-026-candidate-08,v2q-026,0,0,yes,high,,no
v2q-034-candidate-21,v2q-034,1,2,no,high,PMUY LPG for deprived/rural replacing traditional fuels confirmed,yes
v2q-004-candidate-04,v2q-004,0,0,yes,high,,no
v2q-023-candidate-25,v2q-023,0,0,yes,high,,no
v2q-019-candidate-18,v2q-019,0,0,yes,high,,no
v2q-025-candidate-11,v2q-025,0,0,yes,high,,no
v2q-018-candidate-08,v2q-018,0,0,yes,high,,no
v2q-008-candidate-18,v2q-008,0,0,yes,high,,no
v2q-028-candidate-05,v2q-028,1,0,no,high,,yes
v2q-024-candidate-17,v2q-024,1,1,yes,medium,AB-PMJAY doc; NHA absent,no
v2q-015-candidate-14,v2q-015,0,0,yes,high,,no
v2q-022-candidate-19,v2q-022,0,0,yes,high,,no
v2q-034-candidate-10,v2q-034,1,2,no,high,PMAY-G pucca/permanent rural housing confirmed,yes
v2q-016-candidate-01,v2q-016,2,2,yes,high,RPL + assess/certify function confirmed,no
v2q-028-candidate-09,v2q-028,1,2,no,high,RPL + certify existing skills confirmed,yes
v2q-003-candidate-23,v2q-003,0,0,yes,high,,no
v2q-022-candidate-02,v2q-022,0,0,yes,high,,no
v2q-024-candidate-04,v2q-024,0,0,yes,high,,no
v2q-023-candidate-09,v2q-023,0,0,yes,high,,no
v2q-024-candidate-23,v2q-024,1,1,yes,medium,AB-PMJAY doc; NHA absent,no
v2q-026-candidate-05,v2q-026,2,2,yes,high,PMAY-G pucca/permanent rural housing confirmed,no
v2q-030-candidate-12,v2q-030,2,2,yes,high,APY pension/age-60 guarantee confirmed,no
v2q-027-candidate-13,v2q-027,0,0,yes,high,,no
v2q-016-candidate-13,v2q-016,0,0,yes,high,,no
v2q-021-candidate-05,v2q-021,1,1,yes,medium,PMFBY doc; insurance-company/bank pair absent,no
v2q-027-candidate-20,v2q-027,0,0,yes,high,,no
v2q-028-candidate-17,v2q-028,0,0,yes,high,,no
v2q-010-candidate-19,v2q-010,0,0,yes,high,,no
v2q-030-candidate-07,v2q-030,0,0,yes,high,,no
v2q-018-candidate-02,v2q-018,0,0,yes,high,,no
v2q-017-candidate-14,v2q-017,1,1,yes,medium,STT doc; target group or fresh-skill context absent,no
v2q-016-candidate-05,v2q-016,0,0,yes,high,,no
v2q-007-candidate-21,v2q-007,0,0,yes,high,,no
v2q-032-candidate-02,v2q-032,1,2,no,high,"PM-KMY ₹3,000 pension for SMFs confirmed",yes
v2q-025-candidate-18,v2q-025,0,0,yes,high,,no
v2q-021-candidate-20,v2q-021,0,0,yes,high,,no
v2q-024-candidate-18,v2q-024,1,1,yes,medium,AB-PMJAY doc; NHA absent,no
v2q-020-candidate-19,v2q-020,0,0,yes,high,,no
v2q-020-candidate-15,v2q-020,1,1,yes,medium,PMKVY doc; NSDC/SPIA division absent,no
v2q-024-candidate-21,v2q-024,0,0,yes,high,,no
v2q-016-candidate-06,v2q-016,1,2,no,high,RPL + assess/certify function confirmed,yes
v2q-029-candidate-18,v2q-029,0,0,yes,high,,no
v2q-016-candidate-11,v2q-016,0,0,yes,high,,no
v2q-019-candidate-02,v2q-019,0,0,yes,high,,no
v2q-009-candidate-06,v2q-009,0,0,yes,high,,no
v2q-013-candidate-17,v2q-013,2,2,yes,high,LPG + traditional-fuel replacement confirmed,no
v2q-007-candidate-28,v2q-007,0,0,yes,high,,no
v2q-004-candidate-20,v2q-004,0,0,yes,high,,no
v2q-026-candidate-17,v2q-026,0,0,yes,high,,no
v2q-025-candidate-15,v2q-025,0,0,yes,high,,no
v2q-024-candidate-15,v2q-024,0,0,yes,high,,no
v2q-017-candidate-02,v2q-017,2,2,yes,high,STT + dropout/unemployed + fresh-skilling confirmed,no
v2q-008-candidate-15,v2q-008,0,0,yes,high,,no
v2q-022-candidate-15,v2q-022,0,0,yes,high,,no
v2q-004-candidate-15,v2q-004,0,0,yes,high,,no
v2q-029-candidate-16,v2q-029,0,0,yes,high,,no
v2q-025-candidate-08,v2q-025,2,2,yes,high,PMMY micro-credit confirmed,no
v2q-014-candidate-02,v2q-014,0,0,yes,high,,no
v2q-032-candidate-16,v2q-032,0,0,yes,high,,no
v2q-025-candidate-16,v2q-025,0,0,yes,high,,no
v2q-022-candidate-25,v2q-022,0,0,yes,high,,no
v2q-013-candidate-06,v2q-013,2,2,yes,high,LPG + traditional-fuel replacement confirmed,no
v2q-010-candidate-18,v2q-010,0,0,yes,high,,no
v2q-021-candidate-15,v2q-021,0,0,yes,high,,no
v2q-007-candidate-10,v2q-007,0,0,yes,high,,no
v2q-005-candidate-05,v2q-005,0,0,yes,high,,no
v2q-034-candidate-07,v2q-034,2,2,yes,high,PMGKAY free foodgrains for AAY/PHH confirmed,no
v2q-031-candidate-02,v2q-031,0,0,yes,high,,no
v2q-005-candidate-11,v2q-005,0,0,yes,high,,no
v2q-024-candidate-03,v2q-024,0,0,yes,high,,no
v2q-019-candidate-19,v2q-019,0,0,yes,high,,no
v2q-023-candidate-17,v2q-023,0,0,yes,high,,no
v2q-017-candidate-05,v2q-017,0,0,yes,high,,no
v2q-012-candidate-08,v2q-012,0,0,yes,high,,no
v2q-026-candidate-18,v2q-026,1,1,yes,medium,Rural Development scheme doc; key claim absent,no
v2q-016-candidate-02,v2q-016,0,0,yes,high,,no
v2q-002-candidate-01,v2q-002,0,0,yes,high,,no
v2q-033-candidate-03,v2q-033,0,0,yes,high,,no
v2q-028-candidate-16,v2q-028,0,0,yes,high,,no
v2q-021-candidate-01,v2q-021,1,1,yes,medium,PMFBY doc; insurance-company/bank pair absent,no
v2q-022-candidate-11,v2q-022,0,0,yes,high,,no
v2q-013-candidate-16,v2q-013,0,0,yes,high,,no
v2q-011-candidate-07,v2q-011,2,2,yes,high,full name or PVTG target confirmed,no
v2q-001-candidate-23,v2q-001,0,0,yes,high,,no
v2q-030-candidate-13,v2q-030,0,0,yes,high,,no
v2q-025-candidate-20,v2q-025,0,0,yes,high,,no
v2q-012-candidate-01,v2q-012,0,0,yes,high,,no
v2q-005-candidate-02,v2q-005,0,0,yes,high,,no
v2q-020-candidate-11,v2q-020,1,1,yes,medium,PMKVY doc; NSDC/SPIA division absent,no
v2q-026-candidate-07,v2q-026,1,1,yes,medium,Rural Development scheme doc; key claim absent,no
v2q-003-candidate-09,v2q-003,0,0,yes,high,,no
v2q-010-candidate-07,v2q-010,0,0,yes,high,,no
v2q-023-candidate-11,v2q-023,0,0,yes,high,,no
v2q-026-candidate-23,v2q-026,1,1,yes,medium,Rural Development scheme doc; key claim absent,no
v2q-028-candidate-08,v2q-028,1,1,yes,medium,PMKVY-SP sibling sub-scheme; tangential,no
v2q-010-candidate-04,v2q-010,0,0,yes,high,,no
v2q-026-candidate-06,v2q-026,0,0,yes,high,,no
v2q-002-candidate-19,v2q-002,0,0,yes,high,,no
v2q-009-candidate-21,v2q-009,0,0,yes,high,,no
v2q-022-candidate-05,v2q-022,2,2,yes,high,'Member Lending Institution' / MLI stated,no
v2q-011-candidate-09,v2q-011,0,0,yes,high,,no
v2q-033-candidate-11,v2q-033,0,0,yes,high,,no
v2q-018-candidate-15,v2q-018,0,0,yes,high,,no
v2q-010-candidate-02,v2q-010,0,0,yes,high,,no
v2q-020-candidate-07,v2q-020,1,1,yes,medium,PMKVY doc; NSDC/SPIA division absent,no
v2q-021-candidate-13,v2q-021,1,1,yes,medium,PMFBY doc; insurance-company/bank pair absent,no
v2q-025-candidate-06,v2q-025,0,0,yes,high,,no
v2q-013-candidate-11,v2q-013,0,0,yes,high,,no
v2q-006-candidate-16,v2q-006,0,0,yes,high,,no
v2q-031-candidate-16,v2q-031,0,0,yes,high,,no
v2q-027-candidate-11,v2q-027,0,0,yes,high,,no
v2q-005-candidate-24,v2q-005,0,0,yes,high,,no
v2q-003-candidate-14,v2q-003,0,0,yes,high,,no
v2q-031-candidate-13,v2q-031,2,2,yes,high,PMJDY banking function confirmed,no
v2q-005-candidate-03,v2q-005,0,0,yes,high,,no
v2q-030-candidate-06,v2q-030,2,2,yes,high,APY pension/age-60 guarantee confirmed,no
v2q-015-candidate-04,v2q-015,0,0,yes,high,,no
v2q-026-candidate-03,v2q-026,2,2,yes,high,PMAY-G pucca/permanent rural housing confirmed,no
v2q-002-candidate-24,v2q-002,0,0,yes,high,,no
v2q-002-candidate-21,v2q-002,0,0,yes,high,,no
v2q-002-candidate-14,v2q-002,0,0,yes,high,,no
v2q-025-candidate-02,v2q-025,2,2,yes,high,PMMY micro-credit confirmed,no
v2q-029-candidate-09,v2q-029,0,0,yes,high,,no
v2q-014-candidate-05,v2q-014,2,2,yes,high,'35 kg' per AAY family stated,no
v2q-003-candidate-18,v2q-003,0,0,yes,high,,no
v2q-011-candidate-10,v2q-011,2,2,yes,high,full name or PVTG target confirmed,no
v2q-022-candidate-20,v2q-022,0,0,yes,high,,no
v2q-019-candidate-16,v2q-019,0,0,yes,high,,no
v2q-021-candidate-16,v2q-021,0,0,yes,high,,no
v2q-033-candidate-08,v2q-033,1,2,no,high,PMMY micro-credit confirmed,yes
v2q-002-candidate-08,v2q-002,1,1,yes,medium,PMFBY doc; premium rates absent,no
v2q-007-candidate-02,v2q-007,0,0,yes,high,,no
v2q-017-candidate-13,v2q-017,0,0,yes,high,,no
v2q-007-candidate-17,v2q-007,0,0,yes,high,,no
v2q-023-candidate-05,v2q-023,0,0,yes,high,,no
v2q-020-candidate-06,v2q-020,1,1,yes,medium,PMKVY doc; NSDC/SPIA division absent,no
v2q-023-candidate-08,v2q-023,2,2,yes,high,Gram Panchayat + registration/application role confirmed,no
v2q-031-candidate-14,v2q-031,0,0,yes,high,,no
v2q-019-candidate-23,v2q-019,0,0,yes,high,,no
v2q-031-candidate-01,v2q-031,2,2,yes,high,PMSBY accidental cover confirmed,no
v2q-030-candidate-10,v2q-030,0,0,yes,high,,no
v2q-004-candidate-17,v2q-004,0,0,yes,high,,no
v2q-032-candidate-17,v2q-032,0,0,yes,high,,no
v2q-024-candidate-13,v2q-024,0,0,yes,high,,no
v2q-012-candidate-12,v2q-012,0,0,yes,high,,no
v2q-003-candidate-19,v2q-003,0,0,yes,high,,no
v2q-019-candidate-15,v2q-019,1,1,yes,medium,Ujjwala doc; ministry name absent,no
v2q-022-candidate-21,v2q-022,0,0,yes,high,,no
v2q-002-candidate-16,v2q-002,0,0,yes,high,,no
v2q-025-candidate-01,v2q-025,0,0,yes,high,,no
v2q-008-candidate-25,v2q-008,0,0,yes,high,,no
v2q-015-candidate-22,v2q-015,0,0,yes,high,,no
v2q-031-candidate-05,v2q-031,0,0,yes,high,,no
v2q-007-candidate-20,v2q-007,0,0,yes,high,,no
v2q-016-candidate-09,v2q-016,0,0,yes,high,,no
v2q-011-candidate-19,v2q-011,0,0,yes,high,,no
v2q-002-candidate-25,v2q-002,0,0,yes,high,,no
v2q-012-candidate-18,v2q-012,0,0,yes,high,,no
v2q-033-candidate-05,v2q-033,0,0,yes,high,,no
v2q-015-candidate-17,v2q-015,0,0,yes,high,,no
v2q-022-candidate-16,v2q-022,0,0,yes,high,,no
v2q-004-candidate-19,v2q-004,0,0,yes,high,,no
